DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
07/14/2022,01:00,AEEC, 54.52,N
07/14/2022,01:00,AJAXWIND_RN, 55.48,N
07/14/2022,01:00,ALGOD_ALL_RN, 55.6,N
07/14/2022,01:00,ALVIN_RN, 55.11,N
07/14/2022,01:00,AMADEUS_ALL, 55.48,N
07/14/2022,01:00,AMISTAD_ALL, 58.64,N
07/14/2022,01:00,AMOCOOIL_CC1, 55.73,N
07/14/2022,01:00,AMOCOOIL_CC2, 55.73,N
07/14/2022,01:00,AMOCO_PUN1, 55.73,N
07/14/2022,01:00,AMOCO_PUN2, 55.73,N
07/14/2022,01:00,AMO_AMOCO_1, 55.73,N
07/14/2022,01:00,AMO_AMOCO_2, 55.73,N
07/14/2022,01:00,AMO_AMOCO_5, 55.73,N
07/14/2022,01:00,AMO_AMOCO_G1, 55.73,N
07/14/2022,01:00,AMO_AMOCO_G2, 55.73,N
07/14/2022,01:00,AMO_AMOCO_G3, 55.73,N
07/14/2022,01:00,AMO_AMOCO_S1, 55.73,N
07/14/2022,01:00,AMO_AMOCO_S2, 55.73,N
07/14/2022,01:00,ANACACHO_ANA, 58.21,N
07/14/2022,01:00,ANCHOR_ALL, 55.61,N
07/14/2022,01:00,ANSON1_ALL, 55.63,N
07/14/2022,01:00,AQUI_ALL, 55.68,N
07/14/2022,01:00,ARAGORN_RN, 58.9,N
07/14/2022,01:00,ASTRA_RN, 54.98,N
07/14/2022,01:00,ATK_ATKINSG7, 55.72,N
07/14/2022,01:00,AUSTPL_ALL, 55.83,N
07/14/2022,01:00,AVIAT_ALL, 55.98,N
07/14/2022,01:00,AZURE_RN, 55.5,N
07/14/2022,01:00,AZ_ALL, 55.73,N
07/14/2022,01:00,BAC_RN_ALL, 55.73,N
07/14/2022,01:00,BAFFIN_ALL, 55.48,N
07/14/2022,01:00,BAIRDWND_ALL, 55.59,N
07/14/2022,01:00,BARROW_ALL, 59.72,N
07/14/2022,01:00,BASTEN_CC1, 55.82,N
07/14/2022,01:00,BASTEN_CCU, 55.82,N
07/14/2022,01:00,BATCAVE_RN, 55.94,N
07/14/2022,01:00,BBREEZE_1_2, 55.4,N
07/14/2022,01:00,BCATWD_WD_1, 55.53,N
07/14/2022,01:00,BCH_RN, 55.74,N
07/14/2022,01:00,BCK_RN, 55.74,N
07/14/2022,01:00,BIGSTAR_ALL, 55.82,N
07/14/2022,01:00,BLACKJAK_RN, 55.61,N
07/14/2022,01:00,BLSMT1_5_A_6, 55.39,N
07/14/2022,01:00,BLUEJAY_RN, 55.71,N
07/14/2022,01:00,BOOTLEG_UN1, 58.31,N
07/14/2022,01:00,BORDAS_345, 54.04,N
07/14/2022,01:00,BOSQUESW_CC1, 55.7,N
07/14/2022,01:00,BOSQUESW_CC2, 55.7,N
07/14/2022,01:00,BOSQ_BSQSU_5, 55.7,N
07/14/2022,01:00,BOSQ_BSQS_12, 55.7,N
07/14/2022,01:00,BOSQ_BSQS_34, 55.7,N
07/14/2022,01:00,BRANDON_RN, 55.17,N
07/14/2022,01:00,BRAUNIG_CC1, 55.91,N
07/14/2022,01:00,BRAUNIG_VHB1, 55.96,N
07/14/2022,01:00,BRAUNIG_VHB2, 55.96,N
07/14/2022,01:00,BRAUNIG_VHB3, 55.98,N
07/14/2022,01:00,BRAZ_WND_ALL, 54.59,N
07/14/2022,01:00,BRA_AVR1_CT2, 55.91,N
07/14/2022,01:00,BRA_AVR_CST1, 55.91,N
07/14/2022,01:00,BRHEIGHT_RN, 55.73,N
07/14/2022,01:00,BRIGHTSD_RN, 55.72,N
07/14/2022,01:00,BRISCOE_WIND, 55.07,N
07/14/2022,01:00,BRPANGLE_RN, 55.74,N
07/14/2022,01:00,BRPMAGNO_RN, 55.73,N
07/14/2022,01:00,BRP_BRAZ_RN, 55.74,N
07/14/2022,01:00,BRP_DIKN_RN, 55.73,N
07/14/2022,01:00,BRP_LOOP_RN, 55.69,N
07/14/2022,01:00,BRP_LOP1_RN, 54.42,N
07/14/2022,01:00,BRP_PBL1_RN, 69,N
07/14/2022,01:00,BRP_PBL2_RN, 69,N
07/14/2022,01:00,BRP_RN_UNIT1, 55.98,N
07/14/2022,01:00,BRP_SEMI_RN, 55.73,N
07/14/2022,01:00,BRP_SWNY_RN, 55.74,N
07/14/2022,01:00,BRP_ZPT1_RN, 54.03,N
07/14/2022,01:00,BRP_ZPT2_RN, 54.03,N
07/14/2022,01:00,BRTSW_BCW1, 55.59,N
07/14/2022,01:00,BR_VHB6CT5_6, 55.96,N
07/14/2022,01:00,BR_VHB6CT7_8, 55.96,N
07/14/2022,01:00,BSS_U1, 55.74,N
07/14/2022,01:00,BTE_BTE_G1, 55.73,N
07/14/2022,01:00,BTE_BTE_G2, 55.73,N
07/14/2022,01:00,BTE_BTE_G3, 55.73,N
07/14/2022,01:00,BTE_BTE_G4, 55.73,N
07/14/2022,01:00,BTE_CC1, 55.73,N
07/14/2022,01:00,BTE_PUN1, 55.73,N
07/14/2022,01:00,BTE_PUN2, 55.73,N
07/14/2022,01:00,BUCHAN_ALL, 55.86,N
07/14/2022,01:00,BUCKTHRN_RN, 55.62,N
07/14/2022,01:00,BUFF_GAP_ALL, 55.68,N
07/14/2022,01:00,BULLCRK_1_2, 55.63,N
07/14/2022,01:00,BVE_CC1, 55.73,N
07/14/2022,01:00,BVE_UNIT1, 55.73,N
07/14/2022,01:00,BVE_UNIT2, 55.73,N
07/14/2022,01:00,BVE_UNIT3, 55.73,N
07/14/2022,01:00,BYRDR_ES_ALL, 55.74,N
07/14/2022,01:00,BYU_BYU_1, 55.73,N
07/14/2022,01:00,BYU_BYU_12, 55.73,N
07/14/2022,01:00,BYU_BYU_34, 55.73,N
07/14/2022,01:00,BYU_BYU_G8, 55.73,N
07/14/2022,01:00,BYU_CC1, 55.73,N
