DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
11/25/2022,01:00,AEEC, 27.74,N
11/25/2022,01:00,AGUAYO_UNIT1, 33.38,N
11/25/2022,01:00,AJAXWIND_RN, 33.11,N
11/25/2022,01:00,ALGOD_ALL_RN, 52.51,N
11/25/2022,01:00,ALVIN_RN, 46.52,N
11/25/2022,01:00,AMADEUS_ALL, 33.34,N
11/25/2022,01:00,AMISTAD_ALL, 30.07,N
11/25/2022,01:00,AMOCOOIL_CC1, 46.4,N
11/25/2022,01:00,AMOCOOIL_CC2, 46.4,N
11/25/2022,01:00,AMOCO_PUN1, 46.4,N
11/25/2022,01:00,AMOCO_PUN2, 46.4,N
11/25/2022,01:00,AMO_AMOCO_1, 46.4,N
11/25/2022,01:00,AMO_AMOCO_2, 46.4,N
11/25/2022,01:00,AMO_AMOCO_5, 46.4,N
11/25/2022,01:00,AMO_AMOCO_G1, 46.4,N
11/25/2022,01:00,AMO_AMOCO_G2, 46.4,N
11/25/2022,01:00,AMO_AMOCO_G3, 46.4,N
11/25/2022,01:00,AMO_AMOCO_S1, 46.4,N
11/25/2022,01:00,AMO_AMOCO_S2, 46.4,N
11/25/2022,01:00,ANACACHO_ANA, 30.07,N
11/25/2022,01:00,ANCHOR_ALL, 35.13,N
11/25/2022,01:00,ANSON1_ALL, 33.99,N
11/25/2022,01:00,APPALOSA_ALL, 38.12,N
11/25/2022,01:00,AQUI_ALL, 42.21,N
11/25/2022,01:00,ARAGORN_RN, 45.4,N
11/25/2022,01:00,ASTRA_RN, -6.37,N
11/25/2022,01:00,ATK_ATKINSG7, 44.32,N
11/25/2022,01:00,AUSTPL_ALL, 47.92,N
11/25/2022,01:00,AVIAT_ALL, 31.33,N
11/25/2022,01:00,AZURE_RN, 33.73,N
11/25/2022,01:00,AZ_ALL, 46.29,N
11/25/2022,01:00,BAC_RN_ALL, 46.38,N
11/25/2022,01:00,BAFFIN_ALL, 52.76,N
11/25/2022,01:00,BAIRDWND_ALL, 34.57,N
11/25/2022,01:00,BARROW_ALL, 47.68,N
11/25/2022,01:00,BASTEN_CC1, 47.95,N
11/25/2022,01:00,BASTEN_CCU, 47.95,N
11/25/2022,01:00,BATCAVE_RN, 49.43,N
11/25/2022,01:00,BBREEZE_1_2, 53.06,N
11/25/2022,01:00,BCATWD_WD_1, 34.18,N
11/25/2022,01:00,BCH_RN, 46.73,N
11/25/2022,01:00,BCK_RN, 46.8,N
11/25/2022,01:00,BIGSTAR_ALL, 48.25,N
11/25/2022,01:00,BLACKJAK_RN, 52.43,N
11/25/2022,01:00,BLSMT1_5_A_6, 32.36,N
11/25/2022,01:00,BLUEJAY_RN, 44.36,N
11/25/2022,01:00,BOARDCRK_ALL, 42.39,N
11/25/2022,01:00,BOOTLEG_UN1, 43.46,N
11/25/2022,01:00,BORDAS_345, 53.82,N
11/25/2022,01:00,BOSQUESW_CC1, 42.37,N
11/25/2022,01:00,BOSQUESW_CC2, 42.65,N
11/25/2022,01:00,BOSQ_BSQSU_5, 42.65,N
11/25/2022,01:00,BOSQ_BSQS_12, 42.65,N
11/25/2022,01:00,BOSQ_BSQS_34, 42.37,N
11/25/2022,01:00,BRANDON_RN, 31.06,N
11/25/2022,01:00,BRAUNIG_CC1, 52.57,N
11/25/2022,01:00,BRAUNIG_VHB1, 53.11,N
11/25/2022,01:00,BRAUNIG_VHB2, 53.11,N
11/25/2022,01:00,BRAUNIG_VHB3, 54.04,N
11/25/2022,01:00,BRAZ_WND_ALL, 28.47,N
11/25/2022,01:00,BRA_AVR1_CT2, 52.57,N
11/25/2022,01:00,BRA_AVR_CST1, 52.57,N
11/25/2022,01:00,BRHEIGHT_RN, 46.4,N
11/25/2022,01:00,BRIGHTSD_RN, 52.84,N
11/25/2022,01:00,BRISCOE_WIND, -5.85,N
11/25/2022,01:00,BRPANGLE_RN, 46.78,N
11/25/2022,01:00,BRPMAGNO_RN, 46.43,N
11/25/2022,01:00,BRP_BRAZ_RN, 46.81,N
11/25/2022,01:00,BRP_DIKN_RN, 46.41,N
11/25/2022,01:00,BRP_LOOP_RN, 50.8,N
11/25/2022,01:00,BRP_LOP1_RN, 54.07,N
11/25/2022,01:00,BRP_PBL1_RN, 81.06,N
11/25/2022,01:00,BRP_PBL2_RN, 80.07,N
11/25/2022,01:00,BRP_RN_UNIT1, 53.07,N
