DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
02/28/2022,01:00,AEEC, 28.44,N
02/28/2022,01:00,AJAXWIND_RN, 30.15,N
02/28/2022,01:00,ALGOD_ALL_RN, 30.45,N
02/28/2022,01:00,ALVIN_RN, 30.41,N
02/28/2022,01:00,AMADEUS_ALL, 30.27,N
02/28/2022,01:00,AMISTAD_ALL, 30.64,N
02/28/2022,01:00,AMOCOOIL_CC1, 30.41,N
02/28/2022,01:00,AMOCOOIL_CC2, 30.41,N
02/28/2022,01:00,AMOCO_PUN1, 30.41,N
02/28/2022,01:00,AMOCO_PUN2, 30.41,N
02/28/2022,01:00,AMO_AMOCO_1, 30.41,N
02/28/2022,01:00,AMO_AMOCO_2, 30.41,N
02/28/2022,01:00,AMO_AMOCO_5, 30.41,N
02/28/2022,01:00,AMO_AMOCO_G1, 30.41,N
02/28/2022,01:00,AMO_AMOCO_G2, 30.41,N
02/28/2022,01:00,AMO_AMOCO_G3, 30.41,N
02/28/2022,01:00,AMO_AMOCO_S1, 30.41,N
02/28/2022,01:00,AMO_AMOCO_S2, 30.41,N
02/28/2022,01:00,ANACACHO_ANA, 30.56,N
02/28/2022,01:00,ANCHOR_ALL, 30.34,N
02/28/2022,01:00,ANSON1_ALL, 30.42,N
02/28/2022,01:00,AQUI_ALL, 30.37,N
02/28/2022,01:00,ARAGORN_RN, 31.03,N
02/28/2022,01:00,ASTRA_RN, 29.31,N
02/28/2022,01:00,ATK_ATKINSG7, 30.39,N
02/28/2022,01:00,AUSTPL_ALL, 30.44,N
02/28/2022,01:00,AVIAT_ALL, 30.68,N
02/28/2022,01:00,AZURE_RN, 30.23,N
02/28/2022,01:00,AZ_ALL, 30.4,N
02/28/2022,01:00,BAC_RN_ALL, 30.41,N
02/28/2022,01:00,BAFFIN_ALL, 30.45,N
02/28/2022,01:00,BAIRDWND_ALL, 30.34,N
02/28/2022,01:00,BARROW_ALL, 31.1,N
02/28/2022,01:00,BASTEN_CC1, 30.44,N
02/28/2022,01:00,BASTEN_CCU, 30.44,N
02/28/2022,01:00,BATCAVE_RN, 30.75,N
02/28/2022,01:00,BBREEZE_1_2, 30.45,N
02/28/2022,01:00,BCATWD_WD_1, 30.26,N
02/28/2022,01:00,BCK_RN, 30.41,N
02/28/2022,01:00,BIGSTAR_ALL, 30.44,N
02/28/2022,01:00,BLACKJAK_RN, 30.45,N
02/28/2022,01:00,BLSMT1_5_A_6, 29.99,N
02/28/2022,01:00,BLUEJAY_RN, 30.39,N
02/28/2022,01:00,BOOTLEG_UN1, 30.81,N
02/28/2022,01:00,BORDAS_345, 30.45,N
02/28/2022,01:00,BOSQUESW_CC1, 30.38,N
02/28/2022,01:00,BOSQUESW_CC2, 30.38,N
02/28/2022,01:00,BOSQ_BSQSU_5, 30.38,N
02/28/2022,01:00,BOSQ_BSQS_12, 30.38,N
02/28/2022,01:00,BOSQ_BSQS_34, 30.38,N
02/28/2022,01:00,BRANDON_RN, 29.14,N
02/28/2022,01:00,BRAUNIG_CC1, 30.46,N
02/28/2022,01:00,BRAUNIG_VHB1, 30.46,N
02/28/2022,01:00,BRAUNIG_VHB2, 30.46,N
02/28/2022,01:00,BRAUNIG_VHB3, 30.46,N
02/28/2022,01:00,BRAZ_WND_ALL, 30.54,N
02/28/2022,01:00,BRA_AVR1_CT2, 30.46,N
02/28/2022,01:00,BRA_AVR_CST1, 30.46,N
02/28/2022,01:00,BRHEIGHT_RN, 30.41,N
02/28/2022,01:00,BRIGHTSD_RN, 30.45,N
02/28/2022,01:00,BRISCOE_WIND, 29.51,N
02/28/2022,01:00,BRPANGLE_RN, 30.41,N
02/28/2022,01:00,BRPMAGNO_RN, 30.41,N
02/28/2022,01:00,BRP_BRAZ_RN, 30.41,N
02/28/2022,01:00,BRP_DIKN_RN, 30.41,N
02/28/2022,01:00,BRP_LOOP_RN, 30.44,N
02/28/2022,01:00,BRP_LOP1_RN, 30.45,N
02/28/2022,01:00,BRP_PBL1_RN, 30.64,N
02/28/2022,01:00,BRP_PBL2_RN, 30.64,N
02/28/2022,01:00,BRP_RN_UNIT1, 30.47,N
02/28/2022,01:00,BRP_SEMI_RN, 30.41,N
02/28/2022,01:00,BRP_SWNY_RN, 30.41,N
02/28/2022,01:00,BRP_ZPT1_RN, 30.45,N
02/28/2022,01:00,BRP_ZPT2_RN, 30.45,N
02/28/2022,01:00,BRTSW_BCW1, 30.34,N
02/28/2022,01:00,BR_VHB6CT5_6, 30.46,N
02/28/2022,01:00,BR_VHB6CT7_8, 30.46,N
02/28/2022,01:00,BSS_U1, 30.41,N
02/28/2022,01:00,BTE_BTE_G1, 30.4,N
02/28/2022,01:00,BTE_BTE_G2, 30.4,N
02/28/2022,01:00,BTE_BTE_G3, 30.4,N
02/28/2022,01:00,BTE_BTE_G4, 30.4,N
02/28/2022,01:00,BTE_CC1, 30.4,N
02/28/2022,01:00,BTE_PUN1, 30.4,N
02/28/2022,01:00,BTE_PUN2, 30.4,N
02/28/2022,01:00,BUCHAN_ALL, 30.9,N
02/28/2022,01:00,BUCKTHRN_RN, 30.36,N
02/28/2022,01:00,BUFF_GAP_ALL, 30.53,N
02/28/2022,01:00,BULLCRK_1_2, 31.73,N
02/28/2022,01:00,BVE_CC1, 30.41,N
02/28/2022,01:00,BVE_UNIT1, 30.41,N
02/28/2022,01:00,BVE_UNIT2, 30.41,N
02/28/2022,01:00,BVE_UNIT3, 30.41,N
02/28/2022,01:00,BYU_BYU_1, 30.41,N
02/28/2022,01:00,BYU_BYU_12, 30.41,N
02/28/2022,01:00,BYU_BYU_34, 30.41,N
02/28/2022,01:00,BYU_BYU_G8, 30.41,N
02/28/2022,01:00,BYU_CC1, 30.41,N
02/28/2022,01:00,BYU_PUN1, 30.41,N
02/28/2022,01:00,BYU_PUN2, 30.41,N
02/28/2022,01:00,BYU_PUN3, 30.41,N
02/28/2022,01:00,BYU_PUN4, 30.41,N
02/28/2022,01:00,B_DAVIS_3, 30.45,N
02/28/2022,01:00,B_DAVIS_4, 30.45,N
02/28/2022,01:00,B_DAVIS_CC1, 30.45,N
02/28/2022,01:00,B_D_B_DAVIG1, 30.45,N
02/28/2022,01:00,B_D_B_DAVIG2, 30.45,N
02/28/2022,01:00,CABEZON_ALL, 30.45,N
02/28/2022,01:00,CALAVER_JKS1, 30.46,N
02/28/2022,01:00,CALAVER_JKS2, 30.46,N
02/28/2022,01:00,CALAVER_JTD1, 30.46,N
02/28/2022,01:00,CALAVER_JTD2, 30.46,N
02/28/2022,01:00,CALAVER_OWS1, 30.46,N
02/28/2022,01:00,CALAVER_OWS2, 30.46,N
02/28/2022,01:00,CALHOUN_ALL, 30.44,N
02/28/2022,01:00,CALLAHA_WND1, 30.53,N
02/28/2022,01:00,CAL_CALGT1, 30.4,N
02/28/2022,01:00,CAL_CALSTG1, 30.4,N
02/28/2022,01:00,CAL_CC1, 30.4,N
02/28/2022,01:00,CAL_PUN1, 30.4,N
02/28/2022,01:00,CAL_PUN2, 30.4,N
02/28/2022,01:00,CAMWIND_RN, 30.45,N
02/28/2022,01:00,CAPRIDG4_CR4, 30.68,N
02/28/2022,01:00,CAPRIDGE_ALL, 30.68,N
02/28/2022,01:00,CARBN_BSP_1, 30.9,N
02/28/2022,01:00,CASL_GAP_UN1, 31.03,N
02/28/2022,01:00,CBECII_1, 30.41,N
02/28/2022,01:00,CBECII_2, 30.41,N
