Time (Hour-Ending),Date,ERCOT.LOAD,ERCOT.WIND.GEN,"Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",Wind 1-hr MW change,Wind 1-hr % change
2022-01-01 19:00:00,2022-01-01 00:00:00,46107.46625217014,19858.118766818578,34173,43.06920414626756,58.110551507969966,1064.3301188151054,5.663201490393331
2022-01-01 20:00:00,2022-01-01 00:00:00,45944.13196397569,20442.78105685764,34173,44.49486840427545,59.821441070019134,584.6622900390612,2.944197770717274
2022-01-01 21:00:00,2022-01-01 00:00:00,45758.167684461805,20859.048785807292,34173,45.58541095798825,61.039559844928135,416.26772894965325,2.0362578251554186
2022-01-01 22:00:00,2022-01-01 00:00:00,45518.72404296875,21379.1289453125,34173,46.96776852780635,62.56146356864337,520.0801595052071,2.4933071725642395
2022-01-01 23:00:00,2022-01-01 00:00:00,44806.166500651045,21760.953862847222,34173,48.566872737329646,63.67879279796102,381.8249175347228,1.7859704130669933
2022-01-02 00:00:00,2022-01-01 00:00:00,43861.284943576386,21549.239832899304,34173,49.13043441527185,63.059256819416795,-211.71402994791788,-0.9729078572671402
2022-01-02 01:00:00,2022-01-02 00:00:00,42880.090086805554,20688.389049479167,34173,48.24707459242279,60.54016050530877,-860.8507834201373,-3.994808123606631
2022-01-02 02:00:00,2022-01-02 00:00:00,42167.28437934028,19945.101692708333,34173,47.29994351374538,58.365088498839235,-743.2873567708339,-3.5927754210014062
2022-01-02 03:00:00,2022-01-02 00:00:00,42061.13210720486,19966.783385416667,34173,47.47086534552991,58.42853535076426,21.681692708334594,0.1087068546572572
2022-01-02 04:00:00,2022-01-02 00:00:00,42512.422046440974,20256.545028211807,34173,47.64853201279232,59.27646103125803,289.7616427951398,1.45121844215917
2022-01-02 05:00:00,2022-01-02 00:00:00,43465.53775390625,20746.072608506944,34173,47.72993428947625,60.70895914466667,489.52758029513643,2.416639064625082
2022-01-02 06:00:00,2022-01-02 00:00:00,44869.96460503472,20298.78263888889,34173,45.239132273822264,59.40006039530884,-447.2899696180539,-2.1560223858208336
2022-01-02 07:00:00,2022-01-02 00:00:00,46848.31689236111,19938.669641927085,34173,42.560055439639925,58.346266473318366,-360.11299696180504,-1.7740620379465122
2022-01-02 08:00:00,2022-01-02 00:00:00,49302.946461588544,19361.768835720486,34173,39.27101770845492,56.658089239225376,-576.9008062065986,-2.893376622247104
2022-01-02 09:00:00,2022-01-02 00:00:00,51361.17352105035,17962.37138888889,34173,34.97266545424049,52.563050914139495,-1399.3974468315973,-7.227632241171333
2022-01-02 10:00:00,2022-01-02 00:00:00,52452.76253689236,15776.284175347222,34173,30.077127328138452,46.16593268178744,-2186.0872135416666,-12.170370861466154
2022-01-02 11:00:00,2022-01-02 00:00:00,52303.30008680555,12999.8474609375,34173,24.854736583279085,38.04128247721154,-2776.4367144097214,-17.59880009481773
2022-01-02 12:00:00,2022-01-02 00:00:00,51421.93899956597,10892.256176215278,34173,21.182118737893596,31.873865847936315,-2107.5912847222226,-16.21243088471002
2022-01-02 13:00:00,2022-01-02 00:00:00,50253.52728515625,10503.007886284722,34173,20.90004115867718,30.73481370170814,-389.248289930556,-3.5736240833238253
2022-01-02 14:00:00,2022-01-02 00:00:00,48523.39548502604,9621.092944335938,34173,19.827740511904068,28.154077617815055,-881.914941948784,-8.396784535413197
2022-01-02 15:00:00,2022-01-02 00:00:00,47014.7374110243,8678.779835069445,34173,18.459700751267818,25.39659917206404,-942.3131092664935,-9.794241825937721
2022-01-02 16:00:00,2022-01-02 00:00:00,46134.27322699653,7611.393719346788,34173,16.498349680065637,22.273121234152075,-1067.3861157226565,-12.298803933354021
2022-01-02 17:00:00,2022-01-02 00:00:00,46227.04342447917,6175.064883219401,34173,13.358122055345302,18.070011070785124,-1436.3288361273871,-18.870773068492024
2022-01-02 18:00:00,2022-01-02 00:00:00,48727.714976128475,5080.13040093316,34173,10.425546125899597,14.865918710482426,-1094.9344822862413,-17.731546194141227
2022-01-02 19:00:00,2022-01-02 00:00:00,51674.80461588542,4874.611583658854,34173,9.433246279097384,14.264511701222762,-205.51881727430555,-4.045542162393198
2022-01-02 20:00:00,2022-01-02 00:00:00,52376.056002604164,4815.237749159071,34173,9.193585994561438,14.090766831004217,-59.37383449978279,-1.2180218563222867
2022-01-02 21:00:00,2022-01-02 00:00:00,52325.92380642361,4928.369856770833,34173,9.418600758971825,14.421823828083088,113.13210761176197,2.3494604732968636
2022-01-02 22:00:00,2022-01-02 00:00:00,52011.42921875,4975.860037841797,34173,9.56685888579276,14.560793719725504,47.490181070963445,0.9636083015506463
2022-01-02 23:00:00,2022-01-02 00:00:00,50708.52121961806,4908.742396918403,34173,9.680310683205871,14.364388250719582,-67.11764092339399,-1.3488651291024907
2022-01-03 00:00:00,2022-01-02 00:00:00,49443.94142578125,4850.767671983507,34173,9.810641166754156,14.194737576400982,-57.974724934895676,-1.1810504656200922
2022-01-03 01:00:00,2022-01-03 00:00:00,48507.53263671875,4907.12063530816,34173,10.116203337033095,14.35964251107061,56.35296332465259,1.1617328871495827
2022-01-03 02:00:00,2022-01-03 00:00:00,48267.59077473958,5008.789000108507,34173,10.37712659719037,14.657153308484789,101.66836480034726,2.071853788733332
2022-01-03 03:00:00,2022-01-03 00:00:00,48383.017086588545,5128.331014675564,34173,10.599444440386302,15.006967531898177,119.54201456705687,2.386645046626384
2022-01-03 04:00:00,2022-01-03 00:00:00,49061.049830729164,5293.124682617187,34173,10.788853277456495,15.489201072827049,164.79366794162343,3.2133976428206217
2022-01-03 05:00:00,2022-01-03 00:00:00,50362.28210720486,5672.477272135417,34173,11.263344381536491,16.59929556121914,379.35258951822925,7.166893135240832
2022-01-03 06:00:00,2022-01-03 00:00:00,52623.94143012153,6328.532517361111,34173,12.02595690359808,18.519101388116674,656.0552452256943,11.565586140792432
2022-01-03 07:00:00,2022-01-03 00:00:00,55639.628205295136,6559.776233181424,34173,11.78975569171244,19.195786829313853,231.2437158203129,3.653986373396048
2022-01-03 08:00:00,2022-01-03 00:00:00,57623.28524522569,7029.492760959201,34173,12.199048927953344,20.57031212056068,469.7165277777776,7.160557175743325
2022-01-03 09:00:00,2022-01-03 00:00:00,57022.46608506944,7639.196480034722,34173,13.396818840907587,22.354480086719697,609.7037190755209,8.67350945237085
2022-01-03 10:00:00,2022-01-03 00:00:00,54317.338767361114,5750.161000976563,34173,10.586234766773574,16.82662043419238,-1889.0354790581596,-24.7281960085097
2022-01-03 11:00:00,2022-01-03 00:00:00,51489.981089409725,4225.154835069445,34173,8.205780514334778,12.364014968160376,-1525.006165907118,-26.521103768192276
2022-01-03 12:00:00,2022-01-03 00:00:00,48692.693940972225,5174.114491644966,34173,10.626059215202371,15.140943117797576,948.959656575521,22.45976049679902
2022-01-03 13:00:00,2022-01-03 00:00:00,46318.224759114586,6505.27408718533,34173,14.044739670004756,19.036297917026104,1331.1595955403645,25.72729300230771
2022-01-03 14:00:00,2022-01-03 00:00:00,44410.79226236979,7276.161355387369,34173,16.38376841467117,21.29213518095388,770.8872682020392,11.850188906269173
2022-01-03 15:00:00,2022-01-03 00:00:00,42984.64893229167,8050.049671766493,34173,18.72773157795642,23.556754372652367,773.8883163791234,10.635942203317493
2022-01-03 16:00:00,2022-01-03 00:00:00,42357.11386827257,9179.005696343316,34173,21.670517318269916,26.86040352425399,1128.9560245768234,14.02421190686997
2022-01-03 17:00:00,2022-01-03 00:00:00,42581.94744140625,9580.37294704861,34173,22.498672612922242,28.03491922584675,401.3672507052943,4.372665885425791
2022-01-03 18:00:00,2022-01-03 00:00:00,44934.17748263889,9629.630870496962,34173,21.430526628016146,28.179062038735147,49.257923448350994,0.5141545503562646
2022-01-03 19:00:00,2022-01-03 00:00:00,48097.13695638021,13319.018892144097,34173,27.69191626566723,38.975269634343185,3689.3880216471352,38.31287067244287
2022-01-03 20:00:00,2022-01-03 00:00:00,49042.96122612847,17740.117829861112,34173,36.17260741671888,51.91267325040562,4421.098937717015,33.19387841941342
2022-01-03 21:00:00,2022-01-03 00:00:00,49360.046293402775,20554.923185763888,34173,41.642836118067336,60.14960110544549,2814.805355902776,15.866892108037442
2022-01-03 22:00:00,2022-01-03 00:00:00,48733.766004774305,20722.750516493055,34173,42.522366349571485,60.640712013850276,167.82733072916744,0.8164824028406138
2022-01-03 23:00:00,2022-01-03 00:00:00,47183.643157552084,20664.799702690972,34173,43.79653269606296,60.471131310364825,-57.95081380208285,-0.279648272346667
2022-01-04 00:00:00,2022-01-03 00:00:00,45514.059205729165,20611.93562717014,34173,45.28696404335559,60.31643586214304,-52.86407552083256,-0.255817023544383
2022-01-04 01:00:00,2022-01-04 00:00:00,44413.79244791667,20467.61982204861,34173,46.08392729814878,59.89412642158608,-144.31580512152868,-0.700156490549559
2022-01-04 02:00:00,2022-01-04 00:00:00,43947.651419270835,20225.851549479168,34173,46.02259937970253,59.186643108533545,-241.76827256944307,-1.1812231938615536
2022-01-04 03:00:00,2022-01-04 00:00:00,43944.18765625,19674.91431857639,34173,44.77250659969387,57.574442743032186,-550.9372309027785,-2.7239260090236623
2022-01-04 04:00:00,2022-01-04 00:00:00,44467.08613064236,19265.239750434026,34173,43.32471818331786,56.375617447792195,-409.67456814236357,-2.082217800336557
2022-01-04 05:00:00,2022-01-04 00:00:00,45756.81543185764,19350.402356770832,34173,42.289661494445575,56.624827661518836,85.16260633680577,0.4420531871911282
2022-01-04 06:00:00,2022-01-04 00:00:00,48307.8782421875,19921.362701822916,34173,41.2383309445901,58.29562140234371,570.9603450520844,2.9506381031519053
2022-01-04 07:00:00,2022-01-04 00:00:00,51822.10947699653,19800.435056423612,34173,38.20846981385983,57.941752425668255,-120.92764539930431,-0.6070249671637109
2022-01-04 08:00:00,2022-01-04 00:00:00,53673.38100585937,19542.924174804688,34173,36.41083123247116,57.18820172301141,-257.51088161892403,-1.3005314321888242
2022-01-04 09:00:00,2022-01-04 00:00:00,52662.1729546441,18678.679757486978,34173,35.46887397444501,54.65917466270733,-864.24441731771,-4.422288136551844
2022-01-04 10:00:00,2022-01-04 00:00:00,50155.01573025173,17128.03485677083,34173,34.150193370271055,50.121542904546956,-1550.6449007161464,-8.301683635293342
2022-01-04 11:00:00,2022-01-04 00:00:00,47931.290716145835,16899.309166666666,34173,35.25736301729523,49.452225928852215,-228.72569010416555,-1.335387813119429
2022-01-04 12:00:00,2022-01-04 00:00:00,45799.35026692708,17998.123860677082,34173,39.29777116002888,52.667672901638966,1098.8146940104161,6.502127886847542
2022-01-04 13:00:00,2022-01-04 00:00:00,44120.510922309026,18319.809624565973,34173,41.52220643325046,53.60901771739669,321.6857638888905,1.7873294259948984
2022-01-04 14:00:00,2022-01-04 00:00:00,42785.434287109376,18105.118610568577,34173,42.31608002170819,52.98077022962156,-214.6910139973952,-1.1719063592751804
2022-01-04 15:00:00,2022-01-04 00:00:00,41715.82545355903,17632.67124782986,34173,42.268542108701126,51.59825373198098,-472.44736273871604,-2.6094684762956057
2022-01-04 16:00:00,2022-01-04 00:00:00,41229.46034613715,17043.519925130207,34173,41.33820763610125,49.87422797275688,-589.151322699654,-3.3412482681667623
2022-01-04 17:00:00,2022-01-04 00:00:00,41361.979592013886,15521.334592013889,34173,37.52560865102,45.41987707258329,-1522.1853331163184,-8.931167621495236
2022-01-04 18:00:00,2022-01-04 00:00:00,42508.08302951389,13984.826360677083,34173,32.899216723010646,40.923613263913275,-1536.5082313368057,-9.899330642143218
2022-01-04 19:00:00,2022-01-04 00:00:00,44558.45058810764,14750.632710503472,34173,33.10400724400485,43.16458230329053,765.8063498263891,5.475980395292603
2022-01-04 20:00:00,2022-01-04 00:00:00,44416.19104817708,17123.32038845486,34173,38.551978421296056,50.107747017981616,2372.6876779513877,16.08532816535978
2022-01-04 21:00:00,2022-01-04 00:00:00,43961.11178168403,17881.333333333332,34173,40.675343749571454,52.32591031906281,758.0129448784719,4.4267871398911085
2022-01-04 22:00:00,2022-01-04 00:00:00,42701.758072916666,17800.629973958334,34173,41.685941697206786,52.08974914101289,-80.7033593749984,-0.45132741429609136
2022-01-04 23:00:00,2022-01-04 00:00:00,40773.83055121528,17456.14399956597,34173,42.812126708673155,51.081684369431926,-344.48597439236255,-1.935245971048962
2022-01-05 00:00:00,2022-01-04 00:00:00,38938.366796875,16091.333505316841,34173,41.32513720788169,47.087857388338286,-1364.81049424913,-7.818510744887671
2022-01-05 01:00:00,2022-01-05 00:00:00,37726.40027560764,15193.181252712673,34173,40.27201413789793,44.45960627604446,-898.1522526041681,-5.581589942855909
2022-01-05 02:00:00,2022-01-05 00:00:00,37244.08990451389,14765.671377766927,34173,39.64567644322372,43.20858975731404,-427.50987494574656,-2.8138272547062297
2022-01-05 03:00:00,2022-01-05 00:00:00,37270.61733832465,14632.312649739584,34173,39.259646592151995,42.818343867203886,-133.3587280273423,-0.9031673847769914
2022-01-05 04:00:00,2022-01-05 00:00:00,37777.05793836805,16354.818331163195,34173,43.29299110016854,47.8588895653387,1722.5056814236104,11.771930539320907
2022-01-05 05:00:00,2022-01-05 00:00:00,39027.30039822048,17353.278385416666,34173,44.46446002759627,50.780670077010114,998.4600542534718,6.104990187209611
2022-01-05 06:00:00,2022-01-05 00:00:00,41490.22744357639,17841.66266655816,34173,43.00208450489092,52.2098225691574,488.3842811414943,2.814363201548834
2022-01-05 07:00:00,2022-01-05 00:00:00,45077.81168511285,18195.830697699654,34173,40.365381586854866,53.24621981593555,354.168031141493,1.9850618059567628
2022-01-05 08:00:00,2022-01-05 00:00:00,46897.378880208336,18339.266154513887,34173,39.10509839229722,53.66595310483097,143.43545681423348,0.7882874884759552
2022-01-05 09:00:00,2022-01-05 00:00:00,46031.70902452257,16564.8614444987,34173,35.98576241363114,48.47353596259825,-1774.4047100151874,-9.67544009157885
2022-01-05 10:00:00,2022-01-05 00:00:00,44626.663049045135,13493.95956841363,34173,30.237437994374883,39.487196232152954,-3070.9018760850704,-18.538651146429828
2022-01-05 11:00:00,2022-01-05 00:00:00,43394.608587239585,10981.169228515624,34173,25.30537683371269,32.13405094231008,-2512.790339898005,-18.62159381135164
2022-01-05 12:00:00,2022-01-05 00:00:00,42052.58316948785,7614.932135552301,34173,18.108119791027434,22.283475654909726,-3366.2370929633234,-30.65463269814624
2022-01-05 13:00:00,2022-01-05 00:00:00,41148.04923068576,4899.998207939996,34173,11.908215090512405,14.338800245632505,-2714.9339276123046,-35.65276589842378
2022-01-05 14:00:00,2022-01-05 00:00:00,40671.81722439236,3362.843569539388,34173,8.26824026815937,9.840644864481867,-1537.1546384006078,-31.37051429753158
2022-01-05 15:00:00,2022-01-05 00:00:00,40567.68054361979,3095.4374547661673,34173,7.630304255225647,9.058137871319952,-267.4061147732209,-7.951785720732997
2022-01-05 16:00:00,2022-01-05 00:00:00,40575.56539605035,3278.6629629855684,34173,8.080387619946057,9.59430826379179,183.22550821940104,5.919212095120238
2022-01-05 17:00:00,2022-01-05 00:00:00,40827.026227213544,4164.968405354818,34173,10.201498346158331,12.187892211262746,886.3054423692497,27.032526745663883
2022-01-05 18:00:00,2022-01-05 00:00:00,42026.583510199656,4544.972614881727,34173,10.814518419701386,13.299893526707422,380.0042095269091,9.123819739865137
2022-01-05 19:00:00,2022-01-05 00:00:00,43760.334524739585,5625.732163357205,34173,12.855779610589444,16.462505964817854,1080.7595484754775,23.779231252939066
2022-01-05 20:00:00,2022-01-05 00:00:00,43562.1834765625,6514.195895046658,34173,14.95378646148775,19.062405685911855,888.4637316894532,15.79285515006201
2022-01-05 21:00:00,2022-01-05 00:00:00,43090.82936631944,7922.810513102214,34173,18.38630314062793,23.184416097802984,1408.614618055556,21.623768163414542
2022-01-05 22:00:00,2022-01-05 00:00:00,42042.12562174479,9569.887542860242,34173,22.762615831942046,28.004235925614495,1647.0770297580284,20.789049883677045
2022-01-05 23:00:00,2022-01-05 00:00:00,40287.52134006076,11863.360565592448,34173,29.446737279902745,34.715595837627504,2293.473022732205,23.965516966218534
2022-01-06 00:00:00,2022-01-05 00:00:00,38522.67573133681,14248.280657009549,34173,36.98673673754985,41.69455610279913,2384.9200914171015,20.103242063923567
2022-01-06 01:00:00,2022-01-06 00:00:00,37470.23074978299,14808.443460557726,34173,39.520555823221045,43.3337531400747,560.1628035481772,3.9314413930539813
2022-01-06 02:00:00,2022-01-06 00:00:00,37094.151028645836,15346.124661458334,34173,41.370739687794284,44.90716255950117,537.681200900608,3.630909638360854
2022-01-06 03:00:00,2022-01-06 00:00:00,37297.11572374132,15831.649801974827,34173,42.447383650895176,46.32794838607915,485.5251405164927,3.163828987626336
2022-01-06 04:00:00,2022-01-06 00:00:00,37854.38046006944,14930.71665907118,34173,39.44250699023008,43.691559591113396,-900.9331429036465,-5.6907091438522395
2022-01-06 05:00:00,2022-01-06 00:00:00,39130.1457953559,16561.17359076606,34173,42.323311743785005,48.46274424477236,1630.4569316948782,10.920151851547539
2022-01-06 06:00:00,2022-01-06 00:00:00,42019.03678710938,18240.331961805554,34173,43.409686076862506,53.376443279213284,1679.1583710394953,10.139126685899459
2022-01-06 07:00:00,2022-01-06 00:00:00,45926.404652777775,19539.86699598524,34173,42.54604109273206,57.17925554088094,1299.5350341796875,7.124514164001271
2022-01-06 08:00:00,2022-01-06 00:00:00,48281.05284722222,20290.499490017362,34173,42.02580162082101,59.37582152581676,750.632494032121,3.841543518112737
2022-01-06 09:00:00,2022-01-06 00:00:00,48455.62918077257,19579.05521158854,34173,40.40615206655412,57.29393150027372,-711.4442784288221,-3.50629258180087
2022-01-06 10:00:00,2022-01-06 00:00:00,48168.63445529514,18200.752412109374,34173,37.78548555077126,53.260622164016546,-1378.3027994791664,-7.039679824097796
2022-01-06 11:00:00,2022-01-06 00:00:00,47731.53255642361,17100.634124891494,34173,35.82670241035478,50.041360503589075,-1100.1182872178797,-6.044356092036866
2022-01-06 12:00:00,2022-01-06 00:00:00,47165.715321180556,15475.092866482204,34173,32.810045943547586,45.284560519949096,-1625.54125840929,-9.505736726120409
2022-01-06 13:00:00,2022-01-06 00:00:00,46445.666477864586,13945.853005099827,34173,30.026166190867865,40.809566046585985,-1529.239861382377,-9.881943033082448
2022-01-06 14:00:00,2022-01-06 00:00:00,45777.344641927084,10886.230832519532,34173,23.78082634034855,31.856233964005305,-3059.6221725802952,-21.93929744893646
2022-01-06 15:00:00,2022-01-06 00:00:00,45301.12351236979,8109.708760443794,34173,17.90178285143277,23.731333978415105,-2776.522072075738,-25.5048980201822
2022-01-06 16:00:00,2022-01-06 00:00:00,45116.969657118054,6855.180220811632,34173,15.194239047768358,20.06022362921497,-1254.5285396321615,-15.469464769823732
2022-01-06 17:00:00,2022-01-06 00:00:00,45854.74592447917,6039.143536919488,34173,13.170160285841956,17.672266224561753,-816.0366838921445,-11.90394209352425
2022-01-06 18:00:00,2022-01-06 00:00:00,47990.25177517361,6074.212906494141,34173,12.657180743603563,17.77488925904703,35.06936957465314,0.5807010441176185
2022-01-06 19:00:00,2022-01-06 00:00:00,50709.48236111111,7331.322556966145,34173,14.457498313152781,21.45355267891653,1257.1096504720044,20.695844380561425
2022-01-06 20:00:00,2022-01-06 00:00:00,51100.96982747396,8784.591596137152,34173,17.190655335496587,25.706234735426076,1453.2690391710066,19.822740411143496
2022-01-06 21:00:00,2022-01-06 00:00:00,51073.2975390625,9563.555144314236,34173,18.72515699030344,27.985705511117654,778.9635481770838,8.86738489379082
2022-01-06 22:00:00,2022-01-06 00:00:00,50383.65991753472,10051.831426052517,34173,19.95057810906317,29.414541966033177,488.2762817382809,5.105593833780244
2022-01-06 23:00:00,2022-01-06 00:00:00,48794.684933810764,9777.695689561631,34173,20.03844415190901,28.612342169436783,-274.1357364908854,-2.7272217854785694
2022-01-07 00:00:00,2022-01-06 00:00:00,47525.290364583336,9565.273134765624,34173,20.126701091959724,27.990732843957584,-212.4225547960068,-2.172521640480002
2022-01-07 01:00:00,2022-01-07 00:00:00,46687.89462890625,9243.12907063802,34374,19.79769947671885,26.88988500214703,-322.144064127604,-3.3678501344279432
2022-01-07 02:00:00,2022-01-07 00:00:00,46507.661753472225,9096.329599066841,34374,19.558776459854414,26.46281957021831,-146.7994715711793,-1.5882010350532332
2022-01-07 03:00:00,2022-01-07 00:00:00,46677.612628038194,8978.997233344184,34374,19.23619638582523,26.121479121848445,-117.33236572265741,-1.289886920266105
2022-01-07 04:00:00,2022-01-07 00:00:00,47438.09041232639,8611.7104296875,34374,18.15357733592459,25.05297733661343,-367.28680365668333,-4.090510266477598
2022-01-07 05:00:00,2022-01-07 00:00:00,48745.338133680554,8664.080875379774,34374,17.77417329964798,25.205332156222067,52.37044569227328,0.6081305928696175
2022-01-07 06:00:00,2022-01-07 00:00:00,51386.04272677952,8951.167443847657,34374,17.419452771331642,26.04051737897148,287.0865684678829,3.313525953845612
2022-01-07 07:00:00,2022-01-07 00:00:00,54969.13311414931,8881.556285264756,34374,16.157351921161375,25.838006299135262,-69.61115858290032,-0.777676867510122
2022-01-07 08:00:00,2022-01-07 00:00:00,56840.40246961806,8882.152450358073,34374,15.62647705583313,25.839740648042337,0.596165093316813,0.006712394474219577
2022-01-07 09:00:00,2022-01-07 00:00:00,56671.66419704861,7966.228793538411,34374,14.05681111788011,23.175157949433906,-915.923656819662,-10.311956048251995
2022-01-07 10:00:00,2022-01-07 00:00:00,55616.11111653646,6325.752518853082,34374,11.373956919782247,18.402724497739808,-1640.4762746853294,-20.592884251779925
2022-01-07 11:00:00,2022-01-07 00:00:00,54146.08703125,6219.110948079427,34374,11.485799416105756,18.09248544853502,-106.64157077365508,-1.6858321670951204
2022-01-07 12:00:00,2022-01-07 00:00:00,52305.845083550346,7029.826341281467,34374,13.439848510338429,20.450998840057796,810.7153932020401,13.035872811569693
2022-01-07 13:00:00,2022-01-07 00:00:00,50458.52644422743,8525.645567084419,34374,16.896342735073613,24.80259954350503,1495.8192258029521,21.278181752783944
2022-01-07 14:00:00,2022-01-07 00:00:00,49174.96850043403,10127.023232421874,34374,20.59385809740273,29.46128827724988,1601.3776653374553,18.783066370012033
2022-01-07 15:00:00,2022-01-07 00:00:00,48302.56506076389,11138.77609157986,34374,23.06042355632139,32.40465494728533,1011.7528591579867,9.99062445041934
2022-01-07 16:00:00,2022-01-07 00:00:00,48502.92794813368,12126.513558485243,34374,25.0016113902498,35.27815662560436,987.7374669053825,8.867558327633889
2022-01-07 17:00:00,2022-01-07 00:00:00,49117.21440321181,13195.392575141059,34374,26.86510775390838,38.38771331570681,1068.8790166558156,8.814396747265356
2022-01-07 18:00:00,2022-01-07 00:00:00,50025.40767252604,14057.608662923178,34374,28.100937737372238,40.89605126817705,862.2160877821188,6.53422081133423
2022-01-07 19:00:00,2022-01-07 00:00:00,51104.17527126736,17244.417588161894,34374,33.74365694510549,50.1670378430264,3186.8089252387163,22.669637501319105
2022-01-07 20:00:00,2022-01-07 00:00:00,50515.99234592014,19658.08158311632,34374,38.91457075316463,57.1888100980867,2413.663994954426,13.996784655756539
2022-01-07 21:00:00,2022-01-07 00:00:00,49460.25397243923,19580.779946831597,34374,39.588919130384184,56.9639260686321,-77.30163628472292,-0.39323082447228597
2022-01-07 22:00:00,2022-01-07 00:00:00,47947.97293402778,19731.51153483073,34374,41.15192014890716,57.402430717492095,150.7315879991329,0.7697935853853618
2022-01-07 23:00:00,2022-01-07 00:00:00,45911.38686197917,19634.857168511284,34374,42.76685700551468,57.121246199194985,-96.65436631944613,-0.4898477551951789
2022-01-08 00:00:00,2022-01-07 00:00:00,43906.59599283854,19541.959040256075,34374,44.5080257268031,56.85098923679547,-92.89812825520858,-0.4731286174273307
2022-01-08 01:00:00,2022-01-08 00:00:00,42133.08971679687,19383.201163194444,34374,46.00469914141401,56.38913470412068,-158.757877061631,-0.8123948921118538
2022-01-08 02:00:00,2022-01-08 00:00:00,41050.791477864586,19206.144270833334,34374,46.78629468372047,55.874045123736934,-177.05689236110993,-0.9134553723629112
2022-01-08 03:00:00,2022-01-08 00:00:00,40312.95430013021,19157.409041883682,34374,47.52171944347379,55.732265787757264,-48.73522894965208,-0.2537481144701279
2022-01-08 04:00:00,2022-01-08 00:00:00,40008.71537434896,19113.95921875,34374,47.77448873303403,55.605862625094545,-43.44982313368382,-0.22680427733567646
2022-01-08 05:00:00,2022-01-08 00:00:00,39948.315307074656,19098.32898057726,34374,47.807595473732114,55.560391518523474,-15.630238172740064,-0.08177394329379678
2022-01-08 06:00:00,2022-01-08 00:00:00,40510.75623263889,18781.097104492186,34374,46.360766500232714,54.637508304218855,-317.23187608507214,-1.661045196193304
2022-01-08 07:00:00,2022-01-08 00:00:00,41459.63054144965,18017.484836697047,34374,43.45790013416521,52.41602617297099,-763.6122677951389,-4.0658554904787385
