,DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
312,2022-01-02,01:00,HB_NORTH,26.63,N
315,2022-01-02,01:00,HB_WEST,23.46,N
1081,2022-01-02,02:00,HB_NORTH,24.79,N
1084,2022-01-02,02:00,HB_WEST,21.96,N
1850,2022-01-02,03:00,HB_NORTH,23.85,N
1853,2022-01-02,03:00,HB_WEST,21.93,N
2619,2022-01-02,04:00,HB_NORTH,22.81,N
2622,2022-01-02,04:00,HB_WEST,20.51,N
3388,2022-01-02,05:00,HB_NORTH,23.59,N
3391,2022-01-02,05:00,HB_WEST,20.43,N
4157,2022-01-02,06:00,HB_NORTH,25.76,N
4160,2022-01-02,06:00,HB_WEST,23.43,N
4926,2022-01-02,07:00,HB_NORTH,30.29,N
4929,2022-01-02,07:00,HB_WEST,28.62,N
5695,2022-01-02,08:00,HB_NORTH,38.11,N
5698,2022-01-02,08:00,HB_WEST,36.0,N
6464,2022-01-02,09:00,HB_NORTH,46.77,N
6467,2022-01-02,09:00,HB_WEST,45.88,N
7233,2022-01-02,10:00,HB_NORTH,37.65,N
7236,2022-01-02,10:00,HB_WEST,37.36,N
8002,2022-01-02,11:00,HB_NORTH,35.47,N
8005,2022-01-02,11:00,HB_WEST,35.61,N
8771,2022-01-02,12:00,HB_NORTH,35.0,N
8774,2022-01-02,12:00,HB_WEST,34.71,N
9540,2022-01-02,13:00,HB_NORTH,31.33,N
9543,2022-01-02,13:00,HB_WEST,31.15,N
10309,2022-01-02,14:00,HB_NORTH,27.45,N
10312,2022-01-02,14:00,HB_WEST,27.59,N
11078,2022-01-02,15:00,HB_NORTH,26.33,N
11081,2022-01-02,15:00,HB_WEST,26.51,N
11847,2022-01-02,16:00,HB_NORTH,25.84,N
11850,2022-01-02,16:00,HB_WEST,26.01,N
12616,2022-01-02,17:00,HB_NORTH,31.4,N
12619,2022-01-02,17:00,HB_WEST,31.41,N
13385,2022-01-02,18:00,HB_NORTH,84.63,N
13388,2022-01-02,18:00,HB_WEST,83.02,N
14154,2022-01-02,19:00,HB_NORTH,98.07,N
14157,2022-01-02,19:00,HB_WEST,96.35,N
14923,2022-01-02,20:00,HB_NORTH,72.65,N
14926,2022-01-02,20:00,HB_WEST,72.53,N
15692,2022-01-02,21:00,HB_NORTH,62.24,N
15695,2022-01-02,21:00,HB_WEST,62.53,N
16461,2022-01-02,22:00,HB_NORTH,48.31,N
16464,2022-01-02,22:00,HB_WEST,48.49,N
17230,2022-01-02,23:00,HB_NORTH,39.26,N
17233,2022-01-02,23:00,HB_WEST,39.36,N
17999,2022-01-02,24:00,HB_NORTH,36.75,N
18002,2022-01-02,24:00,HB_WEST,36.86,N
18768,2022-01-03,01:00,HB_NORTH,31.01,N
18771,2022-01-03,01:00,HB_WEST,31.12,N
19537,2022-01-03,02:00,HB_NORTH,30.45,N
19540,2022-01-03,02:00,HB_WEST,30.54,N
20306,2022-01-03,03:00,HB_NORTH,30.03,N
20309,2022-01-03,03:00,HB_WEST,30.12,N
21075,2022-01-03,04:00,HB_NORTH,29.65,N
21078,2022-01-03,04:00,HB_WEST,29.73,N
21844,2022-01-03,05:00,HB_NORTH,31.03,N
21847,2022-01-03,05:00,HB_WEST,31.16,N
22613,2022-01-03,06:00,HB_NORTH,40.43,N
22616,2022-01-03,06:00,HB_WEST,39.82,N
23382,2022-01-03,07:00,HB_NORTH,96.58,N
23385,2022-01-03,07:00,HB_WEST,95.4,N
24151,2022-01-03,08:00,HB_NORTH,101.16,N
24154,2022-01-03,08:00,HB_WEST,100.24,N
24920,2022-01-03,09:00,HB_NORTH,47.62,N
24923,2022-01-03,09:00,HB_WEST,47.27,N
25689,2022-01-03,10:00,HB_NORTH,34.68,N
25692,2022-01-03,10:00,HB_WEST,31.1,N
26458,2022-01-03,11:00,HB_NORTH,29.38,N
26461,2022-01-03,11:00,HB_WEST,27.06,N
27227,2022-01-03,12:00,HB_NORTH,27.53,N
27230,2022-01-03,12:00,HB_WEST,24.8,N
27996,2022-01-03,13:00,HB_NORTH,26.67,N
27999,2022-01-03,13:00,HB_WEST,24.99,N
28765,2022-01-03,14:00,HB_NORTH,25.13,N
28768,2022-01-03,14:00,HB_WEST,23.01,N
29534,2022-01-03,15:00,HB_NORTH,24.17,N
29537,2022-01-03,15:00,HB_WEST,21.78,N
30303,2022-01-03,16:00,HB_NORTH,23.2,N
30306,2022-01-03,16:00,HB_WEST,20.79,N
31072,2022-01-03,17:00,HB_NORTH,26.79,N
31075,2022-01-03,17:00,HB_WEST,24.83,N
31841,2022-01-03,18:00,HB_NORTH,47.05,N
31844,2022-01-03,18:00,HB_WEST,46.45,N
32610,2022-01-03,19:00,HB_NORTH,35.37,N
32613,2022-01-03,19:00,HB_WEST,32.42,N
33379,2022-01-03,20:00,HB_NORTH,30.99,N
33382,2022-01-03,20:00,HB_WEST,27.32,N
34148,2022-01-03,21:00,HB_NORTH,30.81,N
34151,2022-01-03,21:00,HB_WEST,20.03,N
34917,2022-01-03,22:00,HB_NORTH,29.05,N
34920,2022-01-03,22:00,HB_WEST,13.73,N
35686,2022-01-03,23:00,HB_NORTH,27.02,N
35689,2022-01-03,23:00,HB_WEST,14.34,N
36455,2022-01-03,24:00,HB_NORTH,24.4,N
36458,2022-01-03,24:00,HB_WEST,13.49,N
37224,2022-01-04,01:00,HB_NORTH,19.48,N
37227,2022-01-04,01:00,HB_WEST,0.01,N
37993,2022-01-04,02:00,HB_NORTH,18.15,N
37996,2022-01-04,02:00,HB_WEST,0.08,N
38762,2022-01-04,03:00,HB_NORTH,19.11,N
38765,2022-01-04,03:00,HB_WEST,0.93,N
39531,2022-01-04,04:00,HB_NORTH,20.35,N
39534,2022-01-04,04:00,HB_WEST,1.76,N
40300,2022-01-04,05:00,HB_NORTH,24.91,N
40303,2022-01-04,05:00,HB_WEST,4.02,N
41069,2022-01-04,06:00,HB_NORTH,25.84,N
41072,2022-01-04,06:00,HB_WEST,10.05,N
41838,2022-01-04,07:00,HB_NORTH,40.23,N
41841,2022-01-04,07:00,HB_WEST,7.91,N
42607,2022-01-04,08:00,HB_NORTH,42.89,N
42610,2022-01-04,08:00,HB_WEST,5.5,N
43376,2022-01-04,09:00,HB_NORTH,35.56,N
43379,2022-01-04,09:00,HB_WEST,0.01,N
44145,2022-01-04,10:00,HB_NORTH,26.61,N
44148,2022-01-04,10:00,HB_WEST,-0.29,N
44914,2022-01-04,11:00,HB_NORTH,23.39,N
44917,2022-01-04,11:00,HB_WEST,-0.61,N
45683,2022-01-04,12:00,HB_NORTH,22.74,N
45686,2022-01-04,12:00,HB_WEST,-0.29,N
46452,2022-01-04,13:00,HB_NORTH,20.37,N
46455,2022-01-04,13:00,HB_WEST,-0.29,N
47221,2022-01-04,14:00,HB_NORTH,19.22,N
47224,2022-01-04,14:00,HB_WEST,-0.29,N
47990,2022-01-04,15:00,HB_NORTH,18.33,N
47993,2022-01-04,15:00,HB_WEST,-0.28,N
48759,2022-01-04,16:00,HB_NORTH,18.05,N
48762,2022-01-04,16:00,HB_WEST,0.34,N
49528,2022-01-04,17:00,HB_NORTH,21.57,N
49531,2022-01-04,17:00,HB_WEST,15.12,N
50297,2022-01-04,18:00,HB_NORTH,43.98,N
50300,2022-01-04,18:00,HB_WEST,43.26,N
51066,2022-01-04,19:00,HB_NORTH,33.98,N
51069,2022-01-04,19:00,HB_WEST,33.8,N
51835,2022-01-04,20:00,HB_NORTH,29.14,N
51838,2022-01-04,20:00,HB_WEST,28.91,N
52604,2022-01-04,21:00,HB_NORTH,26.03,N
52607,2022-01-04,21:00,HB_WEST,25.93,N
53373,2022-01-04,22:00,HB_NORTH,24.53,N
53376,2022-01-04,22:00,HB_WEST,24.54,N
54142,2022-01-04,23:00,HB_NORTH,25.84,N
54145,2022-01-04,23:00,HB_WEST,25.89,N
54911,2022-01-04,24:00,HB_NORTH,24.38,N
54914,2022-01-04,24:00,HB_WEST,24.44,N
55680,2022-01-05,01:00,HB_NORTH,23.23,N
55683,2022-01-05,01:00,HB_WEST,23.32,N
56449,2022-01-05,02:00,HB_NORTH,22.23,N
56452,2022-01-05,02:00,HB_WEST,22.3,N
57218,2022-01-05,03:00,HB_NORTH,22.29,N
57221,2022-01-05,03:00,HB_WEST,22.34,N
57987,2022-01-05,04:00,HB_NORTH,22.42,N
57990,2022-01-05,04:00,HB_WEST,22.42,N
58756,2022-01-05,05:00,HB_NORTH,24.59,N
58759,2022-01-05,05:00,HB_WEST,24.59,N
59525,2022-01-05,06:00,HB_NORTH,29.25,N
59528,2022-01-05,06:00,HB_WEST,29.08,N
60294,2022-01-05,07:00,HB_NORTH,32.77,N
60297,2022-01-05,07:00,HB_WEST,32.59,N
61063,2022-01-05,08:00,HB_NORTH,34.66,N
61066,2022-01-05,08:00,HB_WEST,34.43,N
61832,2022-01-05,09:00,HB_NORTH,27.59,N
61835,2022-01-05,09:00,HB_WEST,27.57,N
62601,2022-01-05,10:00,HB_NORTH,23.83,N
62604,2022-01-05,10:00,HB_WEST,23.73,N
63370,2022-01-05,11:00,HB_NORTH,23.26,N
63373,2022-01-05,11:00,HB_WEST,23.25,N
64139,2022-01-05,12:00,HB_NORTH,23.55,N
64142,2022-01-05,12:00,HB_WEST,23.55,N
64908,2022-01-05,13:00,HB_NORTH,23.54,N
64911,2022-01-05,13:00,HB_WEST,23.55,N
65677,2022-01-05,14:00,HB_NORTH,23.19,N
65680,2022-01-05,14:00,HB_WEST,23.19,N
66446,2022-01-05,15:00,HB_NORTH,22.86,N
66449,2022-01-05,15:00,HB_WEST,22.87,N
67215,2022-01-05,16:00,HB_NORTH,22.6,N
67218,2022-01-05,16:00,HB_WEST,22.61,N
67984,2022-01-05,17:00,HB_NORTH,24.83,N
67987,2022-01-05,17:00,HB_WEST,24.8,N
68753,2022-01-05,18:00,HB_NORTH,60.02,N
68756,2022-01-05,18:00,HB_WEST,60.08,N
69522,2022-01-05,19:00,HB_NORTH,47.07,N
69525,2022-01-05,19:00,HB_WEST,47.19,N
70291,2022-01-05,20:00,HB_NORTH,34.21,N
70294,2022-01-05,20:00,HB_WEST,34.47,N
71060,2022-01-05,21:00,HB_NORTH,31.01,N
71063,2022-01-05,21:00,HB_WEST,31.26,N
71829,2022-01-05,22:00,HB_NORTH,25.08,N
71832,2022-01-05,22:00,HB_WEST,25.36,N
72598,2022-01-05,23:00,HB_NORTH,26.72,N
72601,2022-01-05,23:00,HB_WEST,27.02,N
73367,2022-01-05,24:00,HB_NORTH,24.98,N
73370,2022-01-05,24:00,HB_WEST,25.22,N
74136,2022-01-06,01:00,HB_NORTH,25.08,N
74139,2022-01-06,01:00,HB_WEST,25.06,N
74904,2022-01-06,02:00,HB_NORTH,23.11,N
74907,2022-01-06,02:00,HB_WEST,22.78,N
75672,2022-01-06,03:00,HB_NORTH,23.0,N
75675,2022-01-06,03:00,HB_WEST,21.75,N
76440,2022-01-06,04:00,HB_NORTH,22.0,N
76443,2022-01-06,04:00,HB_WEST,19.96,N
77208,2022-01-06,05:00,HB_NORTH,23.2,N
77211,2022-01-06,05:00,HB_WEST,19.07,N
77976,2022-01-06,06:00,HB_NORTH,24.64,N
77979,2022-01-06,06:00,HB_WEST,20.98,N
78744,2022-01-06,07:00,HB_NORTH,27.72,N
78747,2022-01-06,07:00,HB_WEST,21.97,N
79512,2022-01-06,08:00,HB_NORTH,27.71,N
79515,2022-01-06,08:00,HB_WEST,17.96,N
80280,2022-01-06,09:00,HB_NORTH,23.16,N
80283,2022-01-06,09:00,HB_WEST,5.01,N
81048,2022-01-06,10:00,HB_NORTH,21.16,N
81051,2022-01-06,10:00,HB_WEST,-0.28,N
81816,2022-01-06,11:00,HB_NORTH,21.11,N
81819,2022-01-06,11:00,HB_WEST,0.01,N
82584,2022-01-06,12:00,HB_NORTH,21.24,N
82587,2022-01-06,12:00,HB_WEST,6.85,N
83352,2022-01-06,13:00,HB_NORTH,22.35,N
83355,2022-01-06,13:00,HB_WEST,18.49,N
84120,2022-01-06,14:00,HB_NORTH,25.04,N
84123,2022-01-06,14:00,HB_WEST,24.02,N
84888,2022-01-06,15:00,HB_NORTH,24.9,N
84891,2022-01-06,15:00,HB_WEST,24.55,N
85656,2022-01-06,16:00,HB_NORTH,25.57,N
85659,2022-01-06,16:00,HB_WEST,25.56,N
86424,2022-01-06,17:00,HB_NORTH,28.82,N
86427,2022-01-06,17:00,HB_WEST,28.73,N
87192,2022-01-06,18:00,HB_NORTH,62.93,N
87195,2022-01-06,18:00,HB_WEST,62.45,N
87960,2022-01-06,19:00,HB_NORTH,56.55,N
87963,2022-01-06,19:00,HB_WEST,56.21,N
88728,2022-01-06,20:00,HB_NORTH,48.47,N
88731,2022-01-06,20:00,HB_WEST,48.16,N
89496,2022-01-06,21:00,HB_NORTH,44.26,N
89499,2022-01-06,21:00,HB_WEST,44.41,N
90264,2022-01-06,22:00,HB_NORTH,31.85,N
90267,2022-01-06,22:00,HB_WEST,32.16,N
91032,2022-01-06,23:00,HB_NORTH,30.87,N
91035,2022-01-06,23:00,HB_WEST,31.07,N
91800,2022-01-06,24:00,HB_NORTH,31.13,N
91803,2022-01-06,24:00,HB_WEST,31.42,N
92568,2022-01-07,01:00,HB_NORTH,30.62,N
92571,2022-01-07,01:00,HB_WEST,30.64,N
93336,2022-01-07,02:00,HB_NORTH,29.52,N
93339,2022-01-07,02:00,HB_WEST,29.71,N
94104,2022-01-07,03:00,HB_NORTH,29.07,N
94107,2022-01-07,03:00,HB_WEST,29.25,N
94872,2022-01-07,04:00,HB_NORTH,29.47,N
94875,2022-01-07,04:00,HB_WEST,29.59,N
95640,2022-01-07,05:00,HB_NORTH,32.11,N
95643,2022-01-07,05:00,HB_WEST,32.04,N
96408,2022-01-07,06:00,HB_NORTH,35.98,N
96411,2022-01-07,06:00,HB_WEST,35.54,N
97176,2022-01-07,07:00,HB_NORTH,83.5,N
97179,2022-01-07,07:00,HB_WEST,80.89,N
97944,2022-01-07,08:00,HB_NORTH,71.33,N
97947,2022-01-07,08:00,HB_WEST,68.51,N
98712,2022-01-07,09:00,HB_NORTH,41.33,N
98715,2022-01-07,09:00,HB_WEST,40.86,N
99480,2022-01-07,10:00,HB_NORTH,29.94,N
99483,2022-01-07,10:00,HB_WEST,28.64,N
100248,2022-01-07,11:00,HB_NORTH,26.94,N
100251,2022-01-07,11:00,HB_WEST,25.77,N
101016,2022-01-07,12:00,HB_NORTH,27.06,N
101019,2022-01-07,12:00,HB_WEST,25.49,N
101784,2022-01-07,13:00,HB_NORTH,24.42,N
101787,2022-01-07,13:00,HB_WEST,22.13,N
102552,2022-01-07,14:00,HB_NORTH,24.24,N
102555,2022-01-07,14:00,HB_WEST,19.78,N
103320,2022-01-07,15:00,HB_NORTH,20.81,N
103323,2022-01-07,15:00,HB_WEST,9.24,N
104088,2022-01-07,16:00,HB_NORTH,20.0,N
104091,2022-01-07,16:00,HB_WEST,3.3,N
104856,2022-01-07,17:00,HB_NORTH,22.4,N
104859,2022-01-07,17:00,HB_WEST,4.59,N
105624,2022-01-07,18:00,HB_NORTH,28.09,N
105627,2022-01-07,18:00,HB_WEST,15.3,N
106392,2022-01-07,19:00,HB_NORTH,27.14,N
106395,2022-01-07,19:00,HB_WEST,10.6,N
107160,2022-01-07,20:00,HB_NORTH,24.55,N
107163,2022-01-07,20:00,HB_WEST,1.13,N
107928,2022-01-07,21:00,HB_NORTH,23.56,N
107931,2022-01-07,21:00,HB_WEST,0.01,N
108696,2022-01-07,22:00,HB_NORTH,23.35,N
108699,2022-01-07,22:00,HB_WEST,-0.2,N
109464,2022-01-07,23:00,HB_NORTH,24.92,N
109467,2022-01-07,23:00,HB_WEST,-0.28,N
110232,2022-01-07,24:00,HB_NORTH,24.22,N
110235,2022-01-07,24:00,HB_WEST,-0.28,N
111000,2022-01-08,01:00,HB_NORTH,23.85,N
111003,2022-01-08,01:00,HB_WEST,-1.61,N
111768,2022-01-08,02:00,HB_NORTH,21.7,N
111771,2022-01-08,02:00,HB_WEST,-1.78,N
112536,2022-01-08,03:00,HB_NORTH,20.14,N
112539,2022-01-08,03:00,HB_WEST,-1.48,N
113304,2022-01-08,04:00,HB_NORTH,19.8,N
113307,2022-01-08,04:00,HB_WEST,-1.29,N
114072,2022-01-08,05:00,HB_NORTH,19.78,N
114075,2022-01-08,05:00,HB_WEST,-0.28,N
114840,2022-01-08,06:00,HB_NORTH,20.68,N
114843,2022-01-08,06:00,HB_WEST,0.79,N
115608,2022-01-08,07:00,HB_NORTH,20.53,N
115611,2022-01-08,07:00,HB_WEST,0.99,N
116376,2022-01-08,08:00,HB_NORTH,23.51,N
116379,2022-01-08,08:00,HB_WEST,7.29,N
117144,2022-01-08,09:00,HB_NORTH,26.21,N
117147,2022-01-08,09:00,HB_WEST,11.58,N
117912,2022-01-08,10:00,HB_NORTH,25.04,N
117915,2022-01-08,10:00,HB_WEST,7.16,N
118680,2022-01-08,11:00,HB_NORTH,21.58,N
118683,2022-01-08,11:00,HB_WEST,7.99,N
119448,2022-01-08,12:00,HB_NORTH,23.67,N
119451,2022-01-08,12:00,HB_WEST,12.85,N
120216,2022-01-08,13:00,HB_NORTH,21.44,N
120219,2022-01-08,13:00,HB_WEST,13.11,N
120984,2022-01-08,14:00,HB_NORTH,20.18,N
120987,2022-01-08,14:00,HB_WEST,11.87,N
121752,2022-01-08,15:00,HB_NORTH,17.64,N
121755,2022-01-08,15:00,HB_WEST,7.13,N
122520,2022-01-08,16:00,HB_NORTH,17.1,N
122523,2022-01-08,16:00,HB_WEST,9.91,N
123288,2022-01-08,17:00,HB_NORTH,22.96,N
123291,2022-01-08,17:00,HB_WEST,21.78,N
124056,2022-01-08,18:00,HB_NORTH,49.99,N
124059,2022-01-08,18:00,HB_WEST,50.0,N
124824,2022-01-08,19:00,HB_NORTH,43.3,N
124827,2022-01-08,19:00,HB_WEST,43.29,N
125592,2022-01-08,20:00,HB_NORTH,31.0,N
125595,2022-01-08,20:00,HB_WEST,30.97,N
126360,2022-01-08,21:00,HB_NORTH,25.4,N
126363,2022-01-08,21:00,HB_WEST,25.21,N
127128,2022-01-08,22:00,HB_NORTH,24.14,N
127131,2022-01-08,22:00,HB_WEST,23.28,N
127896,2022-01-08,23:00,HB_NORTH,26.22,N
127899,2022-01-08,23:00,HB_WEST,24.9,N
128664,2022-01-08,24:00,HB_NORTH,22.59,N
128667,2022-01-08,24:00,HB_WEST,20.68,N
129432,2022-01-09,01:00,HB_NORTH,24.97,N
129435,2022-01-09,01:00,HB_WEST,21.07,N
130200,2022-01-09,02:00,HB_NORTH,20.09,N
130203,2022-01-09,02:00,HB_WEST,14.52,N
130968,2022-01-09,03:00,HB_NORTH,18.78,N
130971,2022-01-09,03:00,HB_WEST,13.58,N
131736,2022-01-09,04:00,HB_NORTH,17.76,N
131739,2022-01-09,04:00,HB_WEST,12.16,N
132504,2022-01-09,05:00,HB_NORTH,19.0,N
132507,2022-01-09,05:00,HB_WEST,9.17,N
133272,2022-01-09,06:00,HB_NORTH,19.41,N
133275,2022-01-09,06:00,HB_WEST,2.72,N
134040,2022-01-09,07:00,HB_NORTH,20.39,N
134043,2022-01-09,07:00,HB_WEST,0.57,N
134808,2022-01-09,08:00,HB_NORTH,21.62,N
134811,2022-01-09,08:00,HB_WEST,0.01,N
135576,2022-01-09,09:00,HB_NORTH,22.77,N
135579,2022-01-09,09:00,HB_WEST,0.01,N
136344,2022-01-09,10:00,HB_NORTH,21.9,N
136347,2022-01-09,10:00,HB_WEST,-1.05,N
137112,2022-01-09,11:00,HB_NORTH,21.35,N
137115,2022-01-09,11:00,HB_WEST,-1.24,N
137880,2022-01-09,12:00,HB_NORTH,20.79,N
137883,2022-01-09,12:00,HB_WEST,-0.3,N
138648,2022-01-09,13:00,HB_NORTH,21.07,N
138651,2022-01-09,13:00,HB_WEST,0.01,N
139416,2022-01-09,14:00,HB_NORTH,20.63,N
139419,2022-01-09,14:00,HB_WEST,1.06,N
140184,2022-01-09,15:00,HB_NORTH,20.11,N
140187,2022-01-09,15:00,HB_WEST,1.7,N
140952,2022-01-09,16:00,HB_NORTH,22.61,N
140955,2022-01-09,16:00,HB_WEST,12.63,N
141720,2022-01-09,17:00,HB_NORTH,25.02,N
141723,2022-01-09,17:00,HB_WEST,22.46,N
142488,2022-01-09,18:00,HB_NORTH,42.04,N
142491,2022-01-09,18:00,HB_WEST,41.66,N
143256,2022-01-09,19:00,HB_NORTH,43.73,N
143259,2022-01-09,19:00,HB_WEST,43.42,N
144024,2022-01-09,20:00,HB_NORTH,38.81,N
144027,2022-01-09,20:00,HB_WEST,38.64,N
144792,2022-01-09,21:00,HB_NORTH,38.59,N
144795,2022-01-09,21:00,HB_WEST,38.56,N
145560,2022-01-09,22:00,HB_NORTH,34.44,N
145563,2022-01-09,22:00,HB_WEST,34.35,N
146328,2022-01-09,23:00,HB_NORTH,29.11,N
146331,2022-01-09,23:00,HB_WEST,29.22,N
147096,2022-01-09,24:00,HB_NORTH,27.85,N
147099,2022-01-09,24:00,HB_WEST,28.06,N
147864,2022-01-10,01:00,HB_NORTH,30.09,N
147867,2022-01-10,01:00,HB_WEST,30.35,N
148632,2022-01-10,02:00,HB_NORTH,26.23,N
148635,2022-01-10,02:00,HB_WEST,26.51,N
149400,2022-01-10,03:00,HB_NORTH,27.54,N
149403,2022-01-10,03:00,HB_WEST,27.83,N
150168,2022-01-10,04:00,HB_NORTH,28.74,N
150171,2022-01-10,04:00,HB_WEST,29.04,N
150936,2022-01-10,05:00,HB_NORTH,31.5,N
150939,2022-01-10,05:00,HB_WEST,31.75,N
151704,2022-01-10,06:00,HB_NORTH,39.18,N
151707,2022-01-10,06:00,HB_WEST,39.23,N
152472,2022-01-10,07:00,HB_NORTH,61.48,N
152475,2022-01-10,07:00,HB_WEST,61.33,N
153240,2022-01-10,08:00,HB_NORTH,64.46,N
153243,2022-01-10,08:00,HB_WEST,64.34,N
154008,2022-01-10,09:00,HB_NORTH,44.24,N
154011,2022-01-10,09:00,HB_WEST,44.2,N
154776,2022-01-10,10:00,HB_NORTH,32.34,N
154779,2022-01-10,10:00,HB_WEST,32.42,N
155544,2022-01-10,11:00,HB_NORTH,28.31,N
155547,2022-01-10,11:00,HB_WEST,28.38,N
156312,2022-01-10,12:00,HB_NORTH,26.55,N
156315,2022-01-10,12:00,HB_WEST,26.62,N
157080,2022-01-10,13:00,HB_NORTH,24.87,N
157083,2022-01-10,13:00,HB_WEST,24.86,N
157848,2022-01-10,14:00,HB_NORTH,23.66,N
157851,2022-01-10,14:00,HB_WEST,23.64,N
158616,2022-01-10,15:00,HB_NORTH,23.0,N
158619,2022-01-10,15:00,HB_WEST,22.96,N
159384,2022-01-10,16:00,HB_NORTH,23.25,N
159387,2022-01-10,16:00,HB_WEST,23.19,N
160152,2022-01-10,17:00,HB_NORTH,26.46,N
160155,2022-01-10,17:00,HB_WEST,26.4,N
160920,2022-01-10,18:00,HB_NORTH,73.35,N
160923,2022-01-10,18:00,HB_WEST,73.04,N
161688,2022-01-10,19:00,HB_NORTH,70.24,N
161691,2022-01-10,19:00,HB_WEST,70.19,N
162456,2022-01-10,20:00,HB_NORTH,44.01,N
162459,2022-01-10,20:00,HB_WEST,44.0,N
163224,2022-01-10,21:00,HB_NORTH,41.93,N
163227,2022-01-10,21:00,HB_WEST,41.99,N
163992,2022-01-10,22:00,HB_NORTH,31.86,N
163995,2022-01-10,22:00,HB_WEST,32.07,N
164760,2022-01-10,23:00,HB_NORTH,35.5,N
164763,2022-01-10,23:00,HB_WEST,35.42,N
165528,2022-01-10,24:00,HB_NORTH,31.5,N
165531,2022-01-10,24:00,HB_WEST,31.62,N
166296,2022-01-11,01:00,HB_NORTH,32.49,N
166299,2022-01-11,01:00,HB_WEST,32.63,N
167064,2022-01-11,02:00,HB_NORTH,28.47,N
167067,2022-01-11,02:00,HB_WEST,28.58,N
167832,2022-01-11,03:00,HB_NORTH,26.54,N
167835,2022-01-11,03:00,HB_WEST,26.67,N
168600,2022-01-11,04:00,HB_NORTH,26.29,N
168603,2022-01-11,04:00,HB_WEST,26.4,N
169368,2022-01-11,05:00,HB_NORTH,29.16,N
169371,2022-01-11,05:00,HB_WEST,29.2,N
170136,2022-01-11,06:00,HB_NORTH,36.6,N
170139,2022-01-11,06:00,HB_WEST,36.64,N
170904,2022-01-11,07:00,HB_NORTH,60.04,N
170907,2022-01-11,07:00,HB_WEST,60.0,N
171672,2022-01-11,08:00,HB_NORTH,63.7,N
171675,2022-01-11,08:00,HB_WEST,63.68,N
172440,2022-01-11,09:00,HB_NORTH,44.1,N
172443,2022-01-11,09:00,HB_WEST,43.96,N
173208,2022-01-11,10:00,HB_NORTH,41.02,N
173211,2022-01-11,10:00,HB_WEST,40.75,N
173976,2022-01-11,11:00,HB_NORTH,31.27,N
173979,2022-01-11,11:00,HB_WEST,31.01,N
174744,2022-01-11,12:00,HB_NORTH,28.0,N
174747,2022-01-11,12:00,HB_WEST,27.83,N
175512,2022-01-11,13:00,HB_NORTH,25.16,N
175515,2022-01-11,13:00,HB_WEST,24.92,N
176280,2022-01-11,14:00,HB_NORTH,24.26,N
176283,2022-01-11,14:00,HB_WEST,23.73,N
177048,2022-01-11,15:00,HB_NORTH,23.62,N
177051,2022-01-11,15:00,HB_WEST,23.19,N
177816,2022-01-11,16:00,HB_NORTH,24.0,N
177819,2022-01-11,16:00,HB_WEST,23.78,N
178584,2022-01-11,17:00,HB_NORTH,26.53,N
178587,2022-01-11,17:00,HB_WEST,26.48,N
179352,2022-01-11,18:00,HB_NORTH,65.64,N
179355,2022-01-11,18:00,HB_WEST,65.51,N
180120,2022-01-11,19:00,HB_NORTH,50.22,N
180123,2022-01-11,19:00,HB_WEST,50.2,N
180888,2022-01-11,20:00,HB_NORTH,30.71,N
180891,2022-01-11,20:00,HB_WEST,30.5,N
181656,2022-01-11,21:00,HB_NORTH,32.0,N
181659,2022-01-11,21:00,HB_WEST,31.66,N
182424,2022-01-11,22:00,HB_NORTH,29.71,N
182427,2022-01-11,22:00,HB_WEST,29.3,N
183192,2022-01-11,23:00,HB_NORTH,29.45,N
183195,2022-01-11,23:00,HB_WEST,29.0,N
183960,2022-01-11,24:00,HB_NORTH,27.68,N
183963,2022-01-11,24:00,HB_WEST,27.45,N
184728,2022-01-12,01:00,HB_NORTH,23.87,N
184731,2022-01-12,01:00,HB_WEST,24.0,N
185496,2022-01-12,02:00,HB_NORTH,23.67,N
185499,2022-01-12,02:00,HB_WEST,23.68,N
186264,2022-01-12,03:00,HB_NORTH,24.56,N
186267,2022-01-12,03:00,HB_WEST,24.57,N
187032,2022-01-12,04:00,HB_NORTH,25.05,N
187035,2022-01-12,04:00,HB_WEST,25.06,N
187800,2022-01-12,05:00,HB_NORTH,29.34,N
187803,2022-01-12,05:00,HB_WEST,29.36,N
188568,2022-01-12,06:00,HB_NORTH,36.29,N
188571,2022-01-12,06:00,HB_WEST,36.19,N
189336,2022-01-12,07:00,HB_NORTH,57.86,N
189339,2022-01-12,07:00,HB_WEST,57.83,N
190104,2022-01-12,08:00,HB_NORTH,59.06,N
190107,2022-01-12,08:00,HB_WEST,58.98,N
190872,2022-01-12,09:00,HB_NORTH,43.96,N
190875,2022-01-12,09:00,HB_WEST,43.94,N
191640,2022-01-12,10:00,HB_NORTH,30.35,N
191643,2022-01-12,10:00,HB_WEST,30.42,N
192408,2022-01-12,11:00,HB_NORTH,30.03,N
192411,2022-01-12,11:00,HB_WEST,30.04,N
193176,2022-01-12,12:00,HB_NORTH,27.17,N
193179,2022-01-12,12:00,HB_WEST,27.2,N
193944,2022-01-12,13:00,HB_NORTH,25.35,N
193947,2022-01-12,13:00,HB_WEST,25.39,N
194712,2022-01-12,14:00,HB_NORTH,25.0,N
