,DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
6208512,2022-11-23,17:00,HB_WEST,31.84,N
6209323,2022-11-23,18:00,HB_NORTH,57.91,N
6209326,2022-11-23,18:00,HB_WEST,53.28,N
6210137,2022-11-23,19:00,HB_NORTH,40.86,N
6210140,2022-11-23,19:00,HB_WEST,32.67,N
6210951,2022-11-23,20:00,HB_NORTH,40.8,N
6210954,2022-11-23,20:00,HB_WEST,25.14,N
6211765,2022-11-23,21:00,HB_NORTH,38.96,N
6211768,2022-11-23,21:00,HB_WEST,17.85,N
6212579,2022-11-23,22:00,HB_NORTH,42.59,N
6212582,2022-11-23,22:00,HB_WEST,15.05,N
6213393,2022-11-23,23:00,HB_NORTH,36.05,N
6213396,2022-11-23,23:00,HB_WEST,24.64,N
6214207,2022-11-23,24:00,HB_NORTH,31.95,N
6214210,2022-11-23,24:00,HB_WEST,26.32,N
6215021,2022-11-24,01:00,HB_NORTH,31.44,N
6215024,2022-11-24,01:00,HB_WEST,28.69,N
6215835,2022-11-24,02:00,HB_NORTH,31.46,N
6215838,2022-11-24,02:00,HB_WEST,30.22,N
6216649,2022-11-24,03:00,HB_NORTH,33.43,N
6216652,2022-11-24,03:00,HB_WEST,33.54,N
6217463,2022-11-24,04:00,HB_NORTH,36.35,N
6217466,2022-11-24,04:00,HB_WEST,38.5,N
6218277,2022-11-24,05:00,HB_NORTH,41.69,N
6218280,2022-11-24,05:00,HB_WEST,45.98,N
6219091,2022-11-24,06:00,HB_NORTH,38.69,N
6219094,2022-11-24,06:00,HB_WEST,45.86,N
6219905,2022-11-24,07:00,HB_NORTH,41.47,N
6219908,2022-11-24,07:00,HB_WEST,45.44,N
6220719,2022-11-24,08:00,HB_NORTH,50.09,N
6220722,2022-11-24,08:00,HB_WEST,53.64,N
6221533,2022-11-24,09:00,HB_NORTH,44.22,N
6221536,2022-11-24,09:00,HB_WEST,45.32,N
6222347,2022-11-24,10:00,HB_NORTH,47.21,N
6222350,2022-11-24,10:00,HB_WEST,46.9,N
6223161,2022-11-24,11:00,HB_NORTH,52.83,N
6223164,2022-11-24,11:00,HB_WEST,51.27,N
6223975,2022-11-24,12:00,HB_NORTH,43.0,N
6223978,2022-11-24,12:00,HB_WEST,40.78,N
6224789,2022-11-24,13:00,HB_NORTH,40.52,N
6224792,2022-11-24,13:00,HB_WEST,36.23,N
6225603,2022-11-24,14:00,HB_NORTH,37.86,N
6225606,2022-11-24,14:00,HB_WEST,33.96,N
6226417,2022-11-24,15:00,HB_NORTH,33.27,N
6226420,2022-11-24,15:00,HB_WEST,27.32,N
6227231,2022-11-24,16:00,HB_NORTH,30.0,N
6227234,2022-11-24,16:00,HB_WEST,20.1,N
6228045,2022-11-24,17:00,HB_NORTH,38.91,N
6228048,2022-11-24,17:00,HB_WEST,30.0,N
6228859,2022-11-24,18:00,HB_NORTH,46.32,N
6228862,2022-11-24,18:00,HB_WEST,41.32,N
6229673,2022-11-24,19:00,HB_NORTH,44.35,N
6229676,2022-11-24,19:00,HB_WEST,39.53,N
6230487,2022-11-24,20:00,HB_NORTH,38.79,N
6230490,2022-11-24,20:00,HB_WEST,33.31,N
6231301,2022-11-24,21:00,HB_NORTH,38.78,N
6231304,2022-11-24,21:00,HB_WEST,31.26,N
6232115,2022-11-24,22:00,HB_NORTH,36.78,N
6232118,2022-11-24,22:00,HB_WEST,27.09,N
6232929,2022-11-24,23:00,HB_NORTH,32.48,N
6232932,2022-11-24,23:00,HB_WEST,23.97,N
6233743,2022-11-24,24:00,HB_NORTH,26.89,N
6233746,2022-11-24,24:00,HB_WEST,19.37,N
6234557,2022-11-25,01:00,HB_NORTH,41.6,N
6234560,2022-11-25,01:00,HB_WEST,36.6,N
6235371,2022-11-25,02:00,HB_NORTH,29.23,N
6235374,2022-11-25,02:00,HB_WEST,22.93,N
6236185,2022-11-25,03:00,HB_NORTH,26.55,N
6236188,2022-11-25,03:00,HB_WEST,20.52,N
6236999,2022-11-25,04:00,HB_NORTH,27.74,N
6237002,2022-11-25,04:00,HB_WEST,23.03,N
6237813,2022-11-25,05:00,HB_NORTH,25.94,N
6237816,2022-11-25,05:00,HB_WEST,20.94,N
6238627,2022-11-25,06:00,HB_NORTH,28.91,N
6238630,2022-11-25,06:00,HB_WEST,23.64,N
6239441,2022-11-25,07:00,HB_NORTH,41.14,N
6239444,2022-11-25,07:00,HB_WEST,31.02,N
6240255,2022-11-25,08:00,HB_NORTH,42.8,N
6240258,2022-11-25,08:00,HB_WEST,36.99,N
6241069,2022-11-25,09:00,HB_NORTH,51.0,N
6241072,2022-11-25,09:00,HB_WEST,40.84,N
6241883,2022-11-25,10:00,HB_NORTH,50.9,N
6241886,2022-11-25,10:00,HB_WEST,41.34,N
6242697,2022-11-25,11:00,HB_NORTH,54.84,N
6242700,2022-11-25,11:00,HB_WEST,48.73,N
6243511,2022-11-25,12:00,HB_NORTH,54.63,N
6243514,2022-11-25,12:00,HB_WEST,51.54,N
6244325,2022-11-25,13:00,HB_NORTH,51.77,N
6244328,2022-11-25,13:00,HB_WEST,50.5,N
6245139,2022-11-25,14:00,HB_NORTH,51.52,N
6245142,2022-11-25,14:00,HB_WEST,51.96,N
6245953,2022-11-25,15:00,HB_NORTH,53.14,N
6245956,2022-11-25,15:00,HB_WEST,53.83,N
6246767,2022-11-25,16:00,HB_NORTH,50.11,N
6246770,2022-11-25,16:00,HB_WEST,51.05,N
6247581,2022-11-25,17:00,HB_NORTH,52.92,N
6247584,2022-11-25,17:00,HB_WEST,54.0,N
6248395,2022-11-25,18:00,HB_NORTH,79.57,N
6248398,2022-11-25,18:00,HB_WEST,81.27,N
6249209,2022-11-25,19:00,HB_NORTH,59.64,N
6249212,2022-11-25,19:00,HB_WEST,61.51,N
6250023,2022-11-25,20:00,HB_NORTH,58.04,N
6250026,2022-11-25,20:00,HB_WEST,60.1,N
6250837,2022-11-25,21:00,HB_NORTH,57.85,N
6250840,2022-11-25,21:00,HB_WEST,60.11,N
6251651,2022-11-25,22:00,HB_NORTH,55.0,N
6251654,2022-11-25,22:00,HB_WEST,57.24,N
6252465,2022-11-25,23:00,HB_NORTH,54.27,N
6252468,2022-11-25,23:00,HB_WEST,57.46,N
6253279,2022-11-25,24:00,HB_NORTH,52.91,N
6253282,2022-11-25,24:00,HB_WEST,55.88,N
6254093,2022-11-26,01:00,HB_NORTH,44.19,N
6254096,2022-11-26,01:00,HB_WEST,47.79,N
6254907,2022-11-26,02:00,HB_NORTH,42.5,N
6254910,2022-11-26,02:00,HB_WEST,47.22,N
6255721,2022-11-26,03:00,HB_NORTH,42.63,N
6255724,2022-11-26,03:00,HB_WEST,47.94,N
6256535,2022-11-26,04:00,HB_NORTH,44.16,N
6256538,2022-11-26,04:00,HB_WEST,49.92,N
6257349,2022-11-26,05:00,HB_NORTH,47.05,N
6257352,2022-11-26,05:00,HB_WEST,52.86,N
6258163,2022-11-26,06:00,HB_NORTH,50.44,N
6258166,2022-11-26,06:00,HB_WEST,54.71,N
6258977,2022-11-26,07:00,HB_NORTH,51.53,N
6258980,2022-11-26,07:00,HB_WEST,55.18,N
6259791,2022-11-26,08:00,HB_NORTH,59.72,N
6259794,2022-11-26,08:00,HB_WEST,62.33,N
6260605,2022-11-26,09:00,HB_NORTH,61.42,N
6260608,2022-11-26,09:00,HB_WEST,62.62,N
6261419,2022-11-26,10:00,HB_NORTH,53.84,N
6261422,2022-11-26,10:00,HB_WEST,54.25,N
6262233,2022-11-26,11:00,HB_NORTH,46.68,N
6262236,2022-11-26,11:00,HB_WEST,46.82,N
6263047,2022-11-26,12:00,HB_NORTH,38.82,N
6263050,2022-11-26,12:00,HB_WEST,38.86,N
6263861,2022-11-26,13:00,HB_NORTH,36.78,N
6263864,2022-11-26,13:00,HB_WEST,35.78,N
6264675,2022-11-26,14:00,HB_NORTH,34.61,N
6264678,2022-11-26,14:00,HB_WEST,33.16,N
6265489,2022-11-26,15:00,HB_NORTH,34.0,N
6265492,2022-11-26,15:00,HB_WEST,32.34,N
6266303,2022-11-26,16:00,HB_NORTH,36.29,N
6266306,2022-11-26,16:00,HB_WEST,34.72,N
6267117,2022-11-26,17:00,HB_NORTH,50.78,N
6267120,2022-11-26,17:00,HB_WEST,50.16,N
6267931,2022-11-26,18:00,HB_NORTH,84.51,N
6267934,2022-11-26,18:00,HB_WEST,84.54,N
6268745,2022-11-26,19:00,HB_NORTH,59.04,N
6268748,2022-11-26,19:00,HB_WEST,59.14,N
6269559,2022-11-26,20:00,HB_NORTH,48.16,N
6269562,2022-11-26,20:00,HB_WEST,47.64,N
6270373,2022-11-26,21:00,HB_NORTH,45.55,N
6270376,2022-11-26,21:00,HB_WEST,44.89,N
6271187,2022-11-26,22:00,HB_NORTH,42.23,N
6271190,2022-11-26,22:00,HB_WEST,42.45,N
6272001,2022-11-26,23:00,HB_NORTH,33.77,N
6272004,2022-11-26,23:00,HB_WEST,34.12,N
6272815,2022-11-26,24:00,HB_NORTH,42.74,N
6272818,2022-11-26,24:00,HB_WEST,43.91,N
6273629,2022-11-27,01:00,HB_NORTH,38.78,N
6273632,2022-11-27,01:00,HB_WEST,41.9,N
6274443,2022-11-27,02:00,HB_NORTH,36.81,N
6274446,2022-11-27,02:00,HB_WEST,39.99,N
6275257,2022-11-27,03:00,HB_NORTH,38.25,N
6275260,2022-11-27,03:00,HB_WEST,41.94,N
6276071,2022-11-27,04:00,HB_NORTH,39.1,N
6276074,2022-11-27,04:00,HB_WEST,42.98,N
6276885,2022-11-27,05:00,HB_NORTH,39.49,N
6276888,2022-11-27,05:00,HB_WEST,42.39,N
6277699,2022-11-27,06:00,HB_NORTH,41.54,N
6277702,2022-11-27,06:00,HB_WEST,44.33,N
6278513,2022-11-27,07:00,HB_NORTH,46.0,N
6278516,2022-11-27,07:00,HB_WEST,47.97,N
6279327,2022-11-27,08:00,HB_NORTH,49.78,N
6279330,2022-11-27,08:00,HB_WEST,51.43,N
6280141,2022-11-27,09:00,HB_NORTH,46.16,N
6280144,2022-11-27,09:00,HB_WEST,46.55,N
6280955,2022-11-27,10:00,HB_NORTH,45.48,N
6280958,2022-11-27,10:00,HB_WEST,45.52,N
6281769,2022-11-27,11:00,HB_NORTH,48.54,N
6281772,2022-11-27,11:00,HB_WEST,48.56,N
6282583,2022-11-27,12:00,HB_NORTH,48.98,N
6282586,2022-11-27,12:00,HB_WEST,48.99,N
6283397,2022-11-27,13:00,HB_NORTH,49.92,N
6283400,2022-11-27,13:00,HB_WEST,49.95,N
6284211,2022-11-27,14:00,HB_NORTH,49.9,N
6284214,2022-11-27,14:00,HB_WEST,49.94,N
6285025,2022-11-27,15:00,HB_NORTH,49.54,N
6285028,2022-11-27,15:00,HB_WEST,49.56,N
6285839,2022-11-27,16:00,HB_NORTH,48.56,N
6285842,2022-11-27,16:00,HB_WEST,48.57,N
6286653,2022-11-27,17:00,HB_NORTH,51.83,N
6286656,2022-11-27,17:00,HB_WEST,51.98,N
6287467,2022-11-27,18:00,HB_NORTH,117.86,N
6287470,2022-11-27,18:00,HB_WEST,119.04,N
6288281,2022-11-27,19:00,HB_NORTH,97.11,N
6288284,2022-11-27,19:00,HB_WEST,99.89,N
6289095,2022-11-27,20:00,HB_NORTH,64.53,N
6289098,2022-11-27,20:00,HB_WEST,69.53,N
6289909,2022-11-27,21:00,HB_NORTH,59.62,N
6289912,2022-11-27,21:00,HB_WEST,63.79,N
6290723,2022-11-27,22:00,HB_NORTH,53.18,N
6290726,2022-11-27,22:00,HB_WEST,58.28,N
6291537,2022-11-27,23:00,HB_NORTH,49.95,N
6291540,2022-11-27,23:00,HB_WEST,56.98,N
6292351,2022-11-27,24:00,HB_NORTH,52.94,N
6292354,2022-11-27,24:00,HB_WEST,59.43,N
6293165,2022-11-28,01:00,HB_NORTH,66.6,N
6293168,2022-11-28,01:00,HB_WEST,70.98,N
6293979,2022-11-28,02:00,HB_NORTH,51.8,N
6293982,2022-11-28,02:00,HB_WEST,54.95,N
6294793,2022-11-28,03:00,HB_NORTH,46.31,N
6294796,2022-11-28,03:00,HB_WEST,48.42,N
6295607,2022-11-28,04:00,HB_NORTH,42.21,N
6295610,2022-11-28,04:00,HB_WEST,44.72,N
6296421,2022-11-28,05:00,HB_NORTH,42.79,N
6296424,2022-11-28,05:00,HB_WEST,44.79,N
6297235,2022-11-28,06:00,HB_NORTH,49.03,N
6297238,2022-11-28,06:00,HB_WEST,49.33,N
6298049,2022-11-28,07:00,HB_NORTH,68.88,N
6298052,2022-11-28,07:00,HB_WEST,68.08,N
6298863,2022-11-28,08:00,HB_NORTH,50.83,N
6298866,2022-11-28,08:00,HB_WEST,40.54,N
6299677,2022-11-28,09:00,HB_NORTH,46.66,N
6299680,2022-11-28,09:00,HB_WEST,18.39,N
6300491,2022-11-28,10:00,HB_NORTH,45.24,N
6300494,2022-11-28,10:00,HB_WEST,16.7,N
6301305,2022-11-28,11:00,HB_NORTH,38.59,N
6301308,2022-11-28,11:00,HB_WEST,13.18,N
6302119,2022-11-28,12:00,HB_NORTH,35.75,N
6302122,2022-11-28,12:00,HB_WEST,12.32,N
6302933,2022-11-28,13:00,HB_NORTH,38.01,N
6302936,2022-11-28,13:00,HB_WEST,9.04,N
6303747,2022-11-28,14:00,HB_NORTH,35.54,N
6303750,2022-11-28,14:00,HB_WEST,5.54,N
6304561,2022-11-28,15:00,HB_NORTH,34.95,N
6304564,2022-11-28,15:00,HB_WEST,4.94,N
6305375,2022-11-28,16:00,HB_NORTH,35.56,N
6305378,2022-11-28,16:00,HB_WEST,4.95,N
6306189,2022-11-28,17:00,HB_NORTH,47.79,N
6306192,2022-11-28,17:00,HB_WEST,12.24,N
6307003,2022-11-28,18:00,HB_NORTH,73.93,N
6307006,2022-11-28,18:00,HB_WEST,38.49,N
6307817,2022-11-28,19:00,HB_NORTH,56.06,N
6307820,2022-11-28,19:00,HB_WEST,13.36,N
6308631,2022-11-28,20:00,HB_NORTH,54.22,N
6308634,2022-11-28,20:00,HB_WEST,4.55,N
6309445,2022-11-28,21:00,HB_NORTH,47.25,N
6309448,2022-11-28,21:00,HB_WEST,0.32,N
6310259,2022-11-28,22:00,HB_NORTH,42.76,N
6310262,2022-11-28,22:00,HB_WEST,-1.11,N
6311073,2022-11-28,23:00,HB_NORTH,28.55,N
6311076,2022-11-28,23:00,HB_WEST,0.29,N
6311887,2022-11-28,24:00,HB_NORTH,22.57,N
6311890,2022-11-28,24:00,HB_WEST,1.52,N
6312701,2022-11-29,01:00,HB_NORTH,21.4,N
6312704,2022-11-29,01:00,HB_WEST,-2.05,N
6313515,2022-11-29,02:00,HB_NORTH,18.33,N
6313518,2022-11-29,02:00,HB_WEST,-2.37,N
6314329,2022-11-29,03:00,HB_NORTH,16.24,N
6314332,2022-11-29,03:00,HB_WEST,-2.02,N
6315143,2022-11-29,04:00,HB_NORTH,15.39,N
6315146,2022-11-29,04:00,HB_WEST,-0.69,N
6315957,2022-11-29,05:00,HB_NORTH,18.62,N
6315960,2022-11-29,05:00,HB_WEST,1.25,N
6316771,2022-11-29,06:00,HB_NORTH,29.08,N
6316774,2022-11-29,06:00,HB_WEST,6.55,N
6317585,2022-11-29,07:00,HB_NORTH,50.0,N
6317588,2022-11-29,07:00,HB_WEST,29.83,N
6318399,2022-11-29,08:00,HB_NORTH,54.9,N
6318402,2022-11-29,08:00,HB_WEST,37.28,N
6319213,2022-11-29,09:00,HB_NORTH,41.48,N
6319216,2022-11-29,09:00,HB_WEST,12.85,N
6320027,2022-11-29,10:00,HB_NORTH,35.99,N
6320030,2022-11-29,10:00,HB_WEST,3.99,N
6320841,2022-11-29,11:00,HB_NORTH,34.88,N
6320844,2022-11-29,11:00,HB_WEST,2.82,N
6321655,2022-11-29,12:00,HB_NORTH,35.82,N
6321658,2022-11-29,12:00,HB_WEST,3.28,N
6322469,2022-11-29,13:00,HB_NORTH,35.97,N
6322472,2022-11-29,13:00,HB_WEST,2.65,N
6323283,2022-11-29,14:00,HB_NORTH,33.76,N
6323286,2022-11-29,14:00,HB_WEST,-0.36,N
6324097,2022-11-29,15:00,HB_NORTH,34.53,N
6324100,2022-11-29,15:00,HB_WEST,1.54,N
6324911,2022-11-29,16:00,HB_NORTH,36.88,N
6324914,2022-11-29,16:00,HB_WEST,6.39,N
6325725,2022-11-29,17:00,HB_NORTH,50.0,N
6325728,2022-11-29,17:00,HB_WEST,32.72,N
6326539,2022-11-29,18:00,HB_NORTH,99.38,N
6326542,2022-11-29,18:00,HB_WEST,96.29,N
6327353,2022-11-29,19:00,HB_NORTH,61.33,N
6327356,2022-11-29,19:00,HB_WEST,60.44,N
6328167,2022-11-29,20:00,HB_NORTH,42.01,N
6328170,2022-11-29,20:00,HB_WEST,38.49,N
6328981,2022-11-29,21:00,HB_NORTH,42.17,N
6328984,2022-11-29,21:00,HB_WEST,37.39,N
6329795,2022-11-29,22:00,HB_NORTH,38.54,N
6329798,2022-11-29,22:00,HB_WEST,32.08,N
6330609,2022-11-29,23:00,HB_NORTH,43.06,N
6330612,2022-11-29,23:00,HB_WEST,35.82,N
6331423,2022-11-29,24:00,HB_NORTH,39.1,N
6331426,2022-11-29,24:00,HB_WEST,35.29,N
6332237,2022-11-30,01:00,HB_NORTH,37.6,N
6332240,2022-11-30,01:00,HB_WEST,39.32,N
6333051,2022-11-30,02:00,HB_NORTH,36.0,N
6333054,2022-11-30,02:00,HB_WEST,37.04,N
6333865,2022-11-30,03:00,HB_NORTH,39.26,N
6333868,2022-11-30,03:00,HB_WEST,40.1,N
6334679,2022-11-30,04:00,HB_NORTH,41.87,N
6334682,2022-11-30,04:00,HB_WEST,42.55,N
6335493,2022-11-30,05:00,HB_NORTH,50.0,N
6335496,2022-11-30,05:00,HB_WEST,50.58,N
6336307,2022-11-30,06:00,HB_NORTH,50.0,N
6336310,2022-11-30,06:00,HB_WEST,50.74,N
6337121,2022-11-30,07:00,HB_NORTH,71.45,N
6337124,2022-11-30,07:00,HB_WEST,72.77,N
6337935,2022-11-30,08:00,HB_NORTH,82.65,N
6337938,2022-11-30,08:00,HB_WEST,83.49,N
6338749,2022-11-30,09:00,HB_NORTH,54.51,N
6338752,2022-11-30,09:00,HB_WEST,55.07,N
6339563,2022-11-30,10:00,HB_NORTH,48.26,N
6339566,2022-11-30,10:00,HB_WEST,49.22,N
6340377,2022-11-30,11:00,HB_NORTH,49.16,N
6340380,2022-11-30,11:00,HB_WEST,49.58,N
6341191,2022-11-30,12:00,HB_NORTH,45.43,N
6341194,2022-11-30,12:00,HB_WEST,45.92,N
6342005,2022-11-30,13:00,HB_NORTH,40.83,N
6342008,2022-11-30,13:00,HB_WEST,41.21,N
6342819,2022-11-30,14:00,HB_NORTH,38.86,N
6342822,2022-11-30,14:00,HB_WEST,39.09,N
6343633,2022-11-30,15:00,HB_NORTH,36.78,N
6343636,2022-11-30,15:00,HB_WEST,36.95,N
6344447,2022-11-30,16:00,HB_NORTH,36.33,N
6344450,2022-11-30,16:00,HB_WEST,36.57,N
6345261,2022-11-30,17:00,HB_NORTH,45.85,N
6345264,2022-11-30,17:00,HB_WEST,46.02,N
6346075,2022-11-30,18:00,HB_NORTH,75.98,N
6346078,2022-11-30,18:00,HB_WEST,77.86,N
6346889,2022-11-30,19:00,HB_NORTH,65.35,N
6346892,2022-11-30,19:00,HB_WEST,68.32,N
6347703,2022-11-30,20:00,HB_NORTH,54.28,N
6347706,2022-11-30,20:00,HB_WEST,56.8,N
6348517,2022-11-30,21:00,HB_NORTH,52.41,N
6348520,2022-11-30,21:00,HB_WEST,55.01,N
6349331,2022-11-30,22:00,HB_NORTH,49.36,N
6349334,2022-11-30,22:00,HB_WEST,51.34,N
6350145,2022-11-30,23:00,HB_NORTH,45.42,N
6350148,2022-11-30,23:00,HB_WEST,47.58,N
6350959,2022-11-30,24:00,HB_NORTH,42.05,N
6350962,2022-11-30,24:00,HB_WEST,44.2,N
6351773,2022-12-01,01:00,HB_NORTH,52.44,N
6351776,2022-12-01,01:00,HB_WEST,55.04,N
6352587,2022-12-01,02:00,HB_NORTH,51.3,N
6352590,2022-12-01,02:00,HB_WEST,54.15,N
6353401,2022-12-01,03:00,HB_NORTH,48.26,N
6353404,2022-12-01,03:00,HB_WEST,50.76,N
6354215,2022-12-01,04:00,HB_NORTH,50.0,N
6354218,2022-12-01,04:00,HB_WEST,52.52,N
6355029,2022-12-01,05:00,HB_NORTH,50.0,N
6355032,2022-12-01,05:00,HB_WEST,52.64,N
6355843,2022-12-01,06:00,HB_NORTH,54.61,N
6355846,2022-12-01,06:00,HB_WEST,57.82,N
6356657,2022-12-01,07:00,HB_NORTH,90.02,N
6356660,2022-12-01,07:00,HB_WEST,93.02,N
6357471,2022-12-01,08:00,HB_NORTH,91.58,N
6357474,2022-12-01,08:00,HB_WEST,94.41,N
6358285,2022-12-01,09:00,HB_NORTH,53.94,N
6358288,2022-12-01,09:00,HB_WEST,54.35,N
6359099,2022-12-01,10:00,HB_NORTH,47.84,N
6359102,2022-12-01,10:00,HB_WEST,47.28,N
6359913,2022-12-01,11:00,HB_NORTH,41.58,N
6359916,2022-12-01,11:00,HB_WEST,40.3,N
6360727,2022-12-01,12:00,HB_NORTH,39.92,N
6360730,2022-12-01,12:00,HB_WEST,38.09,N
6361541,2022-12-01,13:00,HB_NORTH,37.17,N
6361544,2022-12-01,13:00,HB_WEST,35.33,N
6362355,2022-12-01,14:00,HB_NORTH,35.93,N
6362358,2022-12-01,14:00,HB_WEST,33.33,N
6363169,2022-12-01,15:00,HB_NORTH,34.23,N
6363172,2022-12-01,15:00,HB_WEST,30.52,N
6363983,2022-12-01,16:00,HB_NORTH,32.89,N
6363986,2022-12-01,16:00,HB_WEST,28.89,N
6364797,2022-12-01,17:00,HB_NORTH,38.0,N
6364800,2022-12-01,17:00,HB_WEST,35.07,N
6365611,2022-12-01,18:00,HB_NORTH,55.02,N
6365614,2022-12-01,18:00,HB_WEST,52.73,N
6366425,2022-12-01,19:00,HB_NORTH,46.76,N
6366428,2022-12-01,19:00,HB_WEST,41.19,N
6367239,2022-12-01,20:00,HB_NORTH,38.89,N
6367242,2022-12-01,20:00,HB_WEST,25.92,N
6368053,2022-12-01,21:00,HB_NORTH,41.4,N
6368056,2022-12-01,21:00,HB_WEST,19.29,N
6368867,2022-12-01,22:00,HB_NORTH,37.2,N
6368870,2022-12-01,22:00,HB_WEST,11.8,N
6369681,2022-12-01,23:00,HB_NORTH,38.98,N
6369684,2022-12-01,23:00,HB_WEST,15.03,N
6370495,2022-12-01,24:00,HB_NORTH,33.99,N
6370498,2022-12-01,24:00,HB_WEST,10.76,N
6371314,2022-12-02,01:00,HB_NORTH,29.0,N
6371317,2022-12-02,01:00,HB_WEST,0.29,N
6372135,2022-12-02,02:00,HB_NORTH,25.59,N
6372138,2022-12-02,02:00,HB_WEST,0.1,N
6372956,2022-12-02,03:00,HB_NORTH,23.87,N
6372959,2022-12-02,03:00,HB_WEST,0.38,N
6373777,2022-12-02,04:00,HB_NORTH,24.22,N
6373780,2022-12-02,04:00,HB_WEST,0.5,N
6374598,2022-12-02,05:00,HB_NORTH,25.1,N
6374601,2022-12-02,05:00,HB_WEST,0.51,N
6375419,2022-12-02,06:00,HB_NORTH,33.13,N
6375422,2022-12-02,06:00,HB_WEST,1.86,N
6376240,2022-12-02,07:00,HB_NORTH,43.93,N
6376243,2022-12-02,07:00,HB_WEST,5.42,N
6377061,2022-12-02,08:00,HB_NORTH,44.4,N
6377064,2022-12-02,08:00,HB_WEST,8.94,N
6377882,2022-12-02,09:00,HB_NORTH,37.94,N
6377885,2022-12-02,09:00,HB_WEST,4.5,N
6378703,2022-12-02,10:00,HB_NORTH,34.1,N
6378706,2022-12-02,10:00,HB_WEST,2.85,N
6379524,2022-12-02,11:00,HB_NORTH,33.15,N
6379527,2022-12-02,11:00,HB_WEST,3.15,N
6380345,2022-12-02,12:00,HB_NORTH,32.24,N
6380348,2022-12-02,12:00,HB_WEST,3.4,N
6381166,2022-12-02,13:00,HB_NORTH,32.74,N
6381169,2022-12-02,13:00,HB_WEST,3.99,N
6381987,2022-12-02,14:00,HB_NORTH,31.05,N
6381990,2022-12-02,14:00,HB_WEST,2.97,N
6382808,2022-12-02,15:00,HB_NORTH,30.32,N
6382811,2022-12-02,15:00,HB_WEST,2.65,N
6383629,2022-12-02,16:00,HB_NORTH,32.74,N
6383632,2022-12-02,16:00,HB_WEST,5.18,N
6384450,2022-12-02,17:00,HB_NORTH,32.02,N
6384453,2022-12-02,17:00,HB_WEST,19.95,N
6385271,2022-12-02,18:00,HB_NORTH,47.12,N
6385274,2022-12-02,18:00,HB_WEST,44.42,N
6386092,2022-12-02,19:00,HB_NORTH,44.0,N
6386095,2022-12-02,19:00,HB_WEST,41.84,N
6386913,2022-12-02,20:00,HB_NORTH,45.19,N
6386916,2022-12-02,20:00,HB_WEST,43.55,N
6387734,2022-12-02,21:00,HB_NORTH,46.14,N
6387737,2022-12-02,21:00,HB_WEST,45.42,N
6388555,2022-12-02,22:00,HB_NORTH,44.42,N
6388558,2022-12-02,22:00,HB_WEST,44.94,N
6389376,2022-12-02,23:00,HB_NORTH,47.4,N
6389379,2022-12-02,23:00,HB_WEST,49.79,N
6390197,2022-12-02,24:00,HB_NORTH,46.52,N
6390200,2022-12-02,24:00,HB_WEST,49.69,N
6391018,2022-12-03,01:00,HB_NORTH,55.04,N
6391021,2022-12-03,01:00,HB_WEST,62.39,N
6391839,2022-12-03,02:00,HB_NORTH,40.32,N
6391842,2022-12-03,02:00,HB_WEST,47.9,N
6392660,2022-12-03,03:00,HB_NORTH,31.41,N
6392663,2022-12-03,03:00,HB_WEST,38.26,N
6393481,2022-12-03,04:00,HB_NORTH,21.42,N
6393484,2022-12-03,04:00,HB_WEST,25.33,N
6394302,2022-12-03,05:00,HB_NORTH,15.79,N
6394305,2022-12-03,05:00,HB_WEST,14.82,N
6395123,2022-12-03,06:00,HB_NORTH,17.55,N
6395126,2022-12-03,06:00,HB_WEST,12.86,N
6395944,2022-12-03,07:00,HB_NORTH,32.73,N
6395947,2022-12-03,07:00,HB_WEST,23.4,N
6396765,2022-12-03,08:00,HB_NORTH,37.43,N
6396768,2022-12-03,08:00,HB_WEST,25.31,N
6397586,2022-12-03,09:00,HB_NORTH,37.64,N
6397589,2022-12-03,09:00,HB_WEST,23.39,N
6398407,2022-12-03,10:00,HB_NORTH,27.52,N
6398410,2022-12-03,10:00,HB_WEST,14.24,N
6399228,2022-12-03,11:00,HB_NORTH,28.18,N
6399231,2022-12-03,11:00,HB_WEST,17.57,N
6400049,2022-12-03,12:00,HB_NORTH,32.04,N
6400052,2022-12-03,12:00,HB_WEST,25.5,N
6400870,2022-12-03,13:00,HB_NORTH,37.28,N
6400873,2022-12-03,13:00,HB_WEST,36.06,N
6401691,2022-12-03,14:00,HB_NORTH,36.48,N
6401694,2022-12-03,14:00,HB_WEST,35.81,N
6402512,2022-12-03,15:00,HB_NORTH,36.61,N
6402515,2022-12-03,15:00,HB_WEST,36.45,N
6403333,2022-12-03,16:00,HB_NORTH,37.3,N
6403336,2022-12-03,16:00,HB_WEST,37.37,N
6404154,2022-12-03,17:00,HB_NORTH,54.93,N
6404157,2022-12-03,17:00,HB_WEST,55.09,N
6404975,2022-12-03,18:00,HB_NORTH,97.11,N
6404978,2022-12-03,18:00,HB_WEST,99.16,N
6405796,2022-12-03,19:00,HB_NORTH,73.71,N
6405799,2022-12-03,19:00,HB_WEST,76.53,N
6406617,2022-12-03,20:00,HB_NORTH,54.73,N
6406620,2022-12-03,20:00,HB_WEST,57.46,N
6407438,2022-12-03,21:00,HB_NORTH,48.48,N
6407441,2022-12-03,21:00,HB_WEST,51.63,N
