DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
08/02/2024,01:00,7RNCHSLR_ALL, 18.33,N
08/02/2024,01:00,ADL_RN, 18.14,N
08/02/2024,01:00,AEEC, 18.35,N
08/02/2024,01:00,AGUAYO_UNIT1, 17.97,N
08/02/2024,01:00,AJAXWIND_RN, 17.71,N
08/02/2024,01:00,ALGOD_ALL_RN, 18.44,N
08/02/2024,01:00,ALP_BESS_RN, 22.05,N
08/02/2024,01:00,ALVIN_RN, 18.17,N
08/02/2024,01:00,AMADEUS_ALL, 17.68,N
08/02/2024,01:00,AMISTAD_ALL, 21.72,N
08/02/2024,01:00,AMOCOOIL_CC1, 18.16,N
08/02/2024,01:00,AMOCOOIL_CC2, 18.16,N
08/02/2024,01:00,AMOCO_PUN1, 18.16,N
08/02/2024,01:00,AMOCO_PUN2, 18.16,N
08/02/2024,01:00,AMO_AMOCO_1, 18.16,N
08/02/2024,01:00,AMO_AMOCO_2, 18.16,N
08/02/2024,01:00,AMO_AMOCO_5, 18.16,N
08/02/2024,01:00,AMO_AMOCO_G1, 18.16,N
08/02/2024,01:00,AMO_AMOCO_G2, 18.16,N
08/02/2024,01:00,AMO_AMOCO_G3, 18.16,N
08/02/2024,01:00,AMO_AMOCO_S1, 18.16,N
08/02/2024,01:00,AMO_AMOCO_S2, 18.16,N
08/02/2024,01:00,ANACACHO_ANA, 20.29,N
08/02/2024,01:00,ANCHOR_ALL, 17.83,N
08/02/2024,01:00,ANDMDSLR_ALL, 17.65,N
08/02/2024,01:00,ANEM_ESS_RN, 18.47,N
08/02/2024,01:00,ANG_ALL, 18.26,N
08/02/2024,01:00,ANSON1_ALL, 17.78,N
08/02/2024,01:00,APPALOSA_ALL, 23.58,N
08/02/2024,01:00,AQUI_ALL, 17.93,N
08/02/2024,01:00,ARAGORN_RN, 23.79,N
08/02/2024,01:00,ASTRA_RN, 18.01,N
08/02/2024,01:00,ATK_ATKINSG7, 18.06,N
08/02/2024,01:00,AURO_SLR_RN, 18.08,N
08/02/2024,01:00,AUSTPL_ALL, 18.28,N
08/02/2024,01:00,AVIAT_ALL, 18.06,N
08/02/2024,01:00,AZURE_RN, 17.74,N
08/02/2024,01:00,AZ_ALL, 18.14,N
08/02/2024,01:00,BAC_RN_ALL, 18.16,N
08/02/2024,01:00,BAFFIN_ALL, 18.45,N
08/02/2024,01:00,BAIRDWND_ALL, 17.82,N
08/02/2024,01:00,BAKE_RN_ALL, 17.84,N
08/02/2024,01:00,BARROW_ALL, 23.69,N
08/02/2024,01:00,BASTEN_CC1, 18.29,N
08/02/2024,01:00,BASTEN_CCU, 18.29,N
08/02/2024,01:00,BATCAVE_RN, 18.49,N
08/02/2024,01:00,BAYC_BESS_RN, 18.28,N
08/02/2024,01:00,BBREEZE_1_2, 18.46,N
08/02/2024,01:00,BCATWD_WD_1, 17.64,N
08/02/2024,01:00,BCH_RN, 18.18,N
08/02/2024,01:00,BCK_RN, 18.19,N
08/02/2024,01:00,BELM_SLR_RN, 18.07,N
08/02/2024,01:00,BIGSTAR_ALL, 18.3,N
08/02/2024,01:00,BLACKJAK_RN, 18.44,N
08/02/2024,01:00,BLSMT1_5_A_6, 17.77,N
08/02/2024,01:00,BLUEJAY_RN, 18.06,N
08/02/2024,01:00,BOARDCRK_ALL, 17.93,N
08/02/2024,01:00,BOCO_ESS_RN, 19.67,N
08/02/2024,01:00,BOOTLEG_UN1, 22.9,N
08/02/2024,01:00,BORDAS_345, 18.49,N
08/02/2024,01:00,BOSQUESW_CC1, 17.96,N
08/02/2024,01:00,BOSQUESW_CC2, 17.97,N
08/02/2024,01:00,BOSQ_BSQSU_5, 17.97,N
08/02/2024,01:00,BOSQ_BSQS_12, 17.97,N
08/02/2024,01:00,BOSQ_BSQS_34, 17.96,N
08/02/2024,01:00,BRANDON_RN, 19,N
08/02/2024,01:00,BRAUNIG_CC1, 18.5,N
08/02/2024,01:00,BRAUNIG_VHB1, 18.5,N
08/02/2024,01:00,BRAUNIG_VHB2, 18.5,N
08/02/2024,01:00,BRAUNIG_VHB3, 18.51,N
08/02/2024,01:00,BRAZ_WND_ALL, 15.09,N
08/02/2024,01:00,BRA_AVR1_CT2, 18.5,N
08/02/2024,01:00,BRA_AVR_CST1, 18.5,N
08/02/2024,01:00,BRHEIGHT_RN, 18.16,N
08/02/2024,01:00,BRIGHTSD_RN, 18.5,N
08/02/2024,01:00,BRIGHTSD_U1, 18.49,N
08/02/2024,01:00,BRISCOE_WIND, 17.94,N
08/02/2024,01:00,BRPANGLE_RN, 18.19,N
08/02/2024,01:00,BRPMAGNO_RN, 18.16,N
08/02/2024,01:00,BRP_BRAZ_RN, 18.19,N
08/02/2024,01:00,BRP_DIKN_RN, 18.16,N
08/02/2024,01:00,BRP_LOOP_RN, 18.4,N
08/02/2024,01:00,BRP_LOP1_RN, 16.16,N
08/02/2024,01:00,BRP_PBL1_RN, 20.63,N
08/02/2024,01:00,BRP_PBL2_RN, 20.63,N
08/02/2024,01:00,BRP_RN_UNIT1, 18.54,N
08/02/2024,01:00,BRP_SWNY_RN, 18.19,N
08/02/2024,01:00,BRP_ZPT1_RN, 16.17,N
08/02/2024,01:00,BRP_ZPT2_RN, 16.17,N
08/02/2024,01:00,BRTSW_BCW1, 17.68,N
08/02/2024,01:00,BR_ARROW_ALL, 17.84,N
08/02/2024,01:00,BR_VHB6CT5_6, 18.5,N
08/02/2024,01:00,BR_VHB6CT7_8, 18.5,N
08/02/2024,01:00,BSS_U1, 18.19,N
08/02/2024,01:00,BTE_BTE_G1, 18.14,N
08/02/2024,01:00,BTE_BTE_G2, 18.14,N
08/02/2024,01:00,BTE_BTE_G3, 18.14,N
08/02/2024,01:00,BTE_BTE_G4, 18.14,N
08/02/2024,01:00,BTE_CC1, 18.14,N
08/02/2024,01:00,BTE_PUN1, 18.14,N
08/02/2024,01:00,BTE_PUN2, 18.14,N
