Hour Ending,Target_Price,ERCOT.LOAD,ERCOT.WIND.GEN,"Wind Output, % of Load","Wind Output, % of Installed",Wind 1-hr MW change,Wind 1-hr % change,WEST_Load
2022-01-02 01:00:00,21.96,42880.090086805554,20688.389049479167,48.24707459242279,60.54016050530877,-860.8507834201373,-3.994808123606631,1234.924343
2022-01-02 02:00:00,21.93,42167.28437934028,19945.101692708333,47.29994351374538,58.36508849883924,-743.2873567708339,-3.5927754210014062,1257.792069
2022-01-02 03:00:00,20.51,42061.13210720486,19966.783385416667,47.47086534552991,58.42853535076426,21.681692708334594,0.1087068546572572,1282.598651
2022-01-02 04:00:00,20.43,42512.422046440974,20256.545028211807,47.64853201279232,59.27646103125803,289.7616427951398,1.45121844215917,1315.90226
2022-01-02 05:00:00,23.43,43465.53775390625,20746.072608506944,47.72993428947625,60.70895914466667,489.5275802951364,2.416639064625082,1357.846281
2022-01-02 06:00:00,28.62,44869.96460503472,20298.78263888889,45.23913227382226,59.40006039530884,-447.2899696180539,-2.1560223858208336,1409.333384
2022-01-02 07:00:00,36.0,46848.31689236111,19938.669641927085,42.560055439639925,58.346266473318366,-360.11299696180504,-1.7740620379465122,1476.536566
2022-01-02 08:00:00,45.88,49302.946461588544,19361.76883572049,39.27101770845492,56.658089239225376,-576.9008062065986,-2.893376622247104,1549.655815
2022-01-02 09:00:00,37.36,51361.17352105035,17962.37138888889,34.97266545424049,52.563050914139495,-1399.397446831597,-7.227632241171333,1581.62316
2022-01-02 10:00:00,35.61,52452.76253689236,15776.284175347222,30.07712732813845,46.16593268178744,-2186.087213541666,-12.170370861466154,1568.386611
2022-01-02 11:00:00,34.71,52303.30008680555,12999.8474609375,24.854736583279085,38.04128247721154,-2776.4367144097214,-17.59880009481773,1512.670322
2022-01-02 12:00:00,31.15,51421.93899956597,10892.256176215278,21.1821187378936,31.873865847936315,-2107.5912847222226,-16.21243088471002,1449.194157
2022-01-02 13:00:00,27.59,50253.52728515625,10503.007886284722,20.90004115867718,30.73481370170814,-389.248289930556,-3.5736240833238253,1388.416639
2022-01-02 14:00:00,26.51,48523.39548502604,9621.092944335938,19.827740511904068,28.15407761781505,-881.914941948784,-8.396784535413197,1329.691707
2022-01-02 15:00:00,26.01,47014.7374110243,8678.779835069445,18.459700751267818,25.39659917206404,-942.3131092664936,-9.79424182593772,1280.673012
2022-01-02 16:00:00,31.41,46134.27322699653,7611.393719346788,16.498349680065637,22.273121234152075,-1067.3861157226563,-12.29880393335402,1248.83878
2022-01-02 17:00:00,83.02,46227.04342447917,6175.064883219401,13.358122055345302,18.070011070785124,-1436.3288361273871,-18.870773068492024,1245.345899
2022-01-02 18:00:00,96.35,48727.71497612848,5080.13040093316,10.425546125899595,14.865918710482426,-1094.9344822862413,-17.731546194141227,1302.592923
2022-01-02 19:00:00,72.53,51674.80461588542,4874.611583658854,9.433246279097384,14.264511701222762,-205.51881727430555,-4.045542162393198,1409.675609
2022-01-02 20:00:00,62.53,52376.05600260416,4815.237749159071,9.193585994561438,14.090766831004215,-59.37383449978279,-1.2180218563222869,1454.710609
2022-01-02 21:00:00,48.49,52325.92380642361,4928.369856770833,9.418600758971824,14.421823828083088,113.13210761176197,2.349460473296864,1473.807461
2022-01-02 22:00:00,39.36,52011.42921875,4975.860037841797,9.56685888579276,14.560793719725504,47.490181070963445,0.9636083015506464,1464.523353
2022-01-03 01:00:00,30.54,48507.53263671875,4907.12063530816,10.116203337033095,14.35964251107061,56.35296332465259,1.161732887149583,1397.190665
2022-01-03 02:00:00,30.12,48267.59077473958,5008.789000108507,10.37712659719037,14.657153308484787,101.66836480034726,2.071853788733332,1402.820913
2022-01-03 03:00:00,29.73,48383.01708658855,5128.331014675564,10.599444440386302,15.006967531898177,119.54201456705688,2.386645046626384,1409.601263
2022-01-03 04:00:00,31.16,49061.04983072917,5293.124682617187,10.788853277456496,15.489201072827049,164.79366794162345,3.2133976428206217,1435.986434
2022-01-03 05:00:00,39.82,50362.28210720486,5672.477272135417,11.263344381536491,16.59929556121914,379.3525895182293,7.166893135240832,1479.572074
2022-01-03 06:00:00,95.4,52623.94143012153,6328.532517361111,12.02595690359808,18.51910138811668,656.0552452256943,11.565586140792432,1532.167255
2022-01-03 07:00:00,100.24,55639.628205295136,6559.776233181424,11.78975569171244,19.195786829313853,231.2437158203129,3.653986373396048,1625.066365
2022-01-03 08:00:00,47.27,57623.28524522569,7029.492760959201,12.199048927953344,20.57031212056068,469.7165277777776,7.160557175743325,1686.675775
2022-01-03 09:00:00,31.1,57022.46608506944,7639.196480034722,13.396818840907589,22.354480086719697,609.7037190755209,8.67350945237085,1642.924531
2022-01-03 10:00:00,27.06,54317.33876736112,5750.161000976563,10.586234766773574,16.82662043419238,-1889.03547905816,-24.7281960085097,1536.323805
2022-01-03 11:00:00,24.8,51489.981089409725,4225.154835069445,8.205780514334778,12.364014968160376,-1525.006165907118,-26.52110376819228,1422.969141
2022-01-03 12:00:00,24.99,48692.69394097223,5174.114491644966,10.626059215202371,15.140943117797576,948.959656575521,22.45976049679902,1327.857902
2022-01-03 13:00:00,23.01,46318.224759114586,6505.27408718533,14.044739670004756,19.036297917026104,1331.1595955403643,25.72729300230771,1248.492826
2022-01-03 14:00:00,21.78,44410.79226236979,7276.161355387369,16.38376841467117,21.29213518095388,770.8872682020392,11.850188906269173,1196.443329
2022-01-03 15:00:00,20.79,42984.64893229167,8050.049671766493,18.72773157795642,23.556754372652367,773.8883163791234,10.635942203317493,1154.967779
2022-01-03 16:00:00,24.83,42357.11386827257,9179.005696343316,21.67051731826992,26.86040352425399,1128.9560245768234,14.02421190686997,1132.474203
2022-01-03 17:00:00,46.45,42581.94744140625,9580.37294704861,22.49867261292224,28.03491922584675,401.3672507052943,4.372665885425791,1138.443746
2022-01-03 18:00:00,32.42,44934.17748263889,9629.630870496962,21.430526628016143,28.179062038735147,49.257923448350994,0.5141545503562646,1190.476826
2022-01-03 19:00:00,27.32,48097.13695638021,13319.018892144097,27.69191626566723,38.97526963434319,3689.3880216471352,38.31287067244287,1299.255219
2022-01-03 20:00:00,20.03,49042.96122612847,17740.117829861112,36.17260741671888,51.91267325040562,4421.098937717015,33.19387841941342,1339.165947
2022-01-03 21:00:00,13.73,49360.046293402775,20554.923185763888,41.642836118067336,60.14960110544549,2814.805355902776,15.866892108037442,1364.953616
2022-01-03 22:00:00,14.34,48733.76600477431,20722.75051649305,42.522366349571485,60.64071201385028,167.82733072916744,0.8164824028406138,1351.14246
2022-01-04 01:00:00,0.08,44413.79244791667,20467.61982204861,46.08392729814878,59.89412642158608,-144.31580512152868,-0.700156490549559,1135.499779
2022-01-04 02:00:00,0.93,43947.65141927084,20225.851549479168,46.02259937970253,59.186643108533545,-241.76827256944307,-1.1812231938615536,1136.049879
2022-01-04 03:00:00,1.76,43944.18765625,19674.91431857639,44.77250659969387,57.574442743032186,-550.9372309027785,-2.7239260090236623,1142.666557
2022-01-04 04:00:00,4.02,44467.08613064236,19265.239750434022,43.32471818331786,56.3756174477922,-409.6745681423636,-2.082217800336557,1158.145845
2022-01-04 05:00:00,10.05,45756.81543185764,19350.402356770832,42.289661494445575,56.62482766151884,85.16260633680577,0.4420531871911282,1191.222363
2022-01-04 06:00:00,7.91,48307.8782421875,19921.36270182292,41.2383309445901,58.29562140234371,570.9603450520844,2.9506381031519053,1259.264817
2022-01-04 07:00:00,5.5,51822.10947699653,19800.43505642361,38.20846981385983,57.941752425668255,-120.92764539930432,-0.6070249671637109,1361.119868
2022-01-04 08:00:00,0.01,53673.38100585937,19542.924174804688,36.41083123247116,57.18820172301141,-257.51088161892403,-1.3005314321888242,1411.337329
2022-01-04 09:00:00,-0.29,52662.1729546441,18678.67975748697,35.46887397444501,54.65917466270733,-864.24441731771,-4.422288136551844,1376.691952
2022-01-04 10:00:00,-0.61,50155.01573025173,17128.03485677083,34.150193370271055,50.12154290454696,-1550.6449007161464,-8.301683635293342,1312.088095
2022-01-04 11:00:00,-0.29,47931.29071614584,16899.309166666666,35.25736301729523,49.452225928852215,-228.72569010416555,-1.335387813119429,1253.95514
2022-01-04 12:00:00,-0.29,45799.35026692708,17998.123860677082,39.29777116002888,52.667672901638966,1098.814694010416,6.502127886847542,1196.726299
2022-01-04 13:00:00,-0.29,44120.51092230903,18319.809624565973,41.52220643325046,53.60901771739669,321.6857638888905,1.7873294259948984,1139.607521
2022-01-04 14:00:00,-0.28,42785.434287109376,18105.118610568577,42.31608002170819,52.98077022962156,-214.6910139973952,-1.1719063592751804,1103.70938
2022-01-04 15:00:00,0.34,41715.82545355903,17632.67124782986,42.268542108701126,51.59825373198098,-472.447362738716,-2.6094684762956057,1076.229509
2022-01-04 16:00:00,15.12,41229.46034613715,17043.519925130207,41.33820763610125,49.87422797275688,-589.151322699654,-3.3412482681667623,1068.026994
2022-01-04 17:00:00,43.26,41361.979592013886,15521.334592013887,37.52560865102,45.41987707258329,-1522.1853331163184,-8.931167621495236,1073.262386
2022-01-04 18:00:00,33.8,42508.08302951389,13984.826360677083,32.899216723010646,40.92361326391328,-1536.5082313368057,-9.899330642143218,1085.041474
2022-01-04 19:00:00,28.91,44558.45058810764,14750.632710503472,33.10400724400485,43.16458230329053,765.8063498263891,5.475980395292603,1150.375617
2022-01-04 20:00:00,25.93,44416.19104817708,17123.32038845486,38.551978421296056,50.107747017981616,2372.687677951388,16.08532816535978,1175.724514
2022-01-04 21:00:00,24.54,43961.11178168403,17881.333333333332,40.675343749571454,52.32591031906281,758.0129448784719,4.4267871398911085,1175.77965
2022-01-04 22:00:00,25.89,42701.758072916666,17800.629973958334,41.68594169720679,52.08974914101289,-80.7033593749984,-0.4513274142960913,1165.289219
2022-01-05 01:00:00,22.3,37726.40027560764,15193.181252712671,40.27201413789793,44.45960627604446,-898.1522526041681,-5.581589942855909,1098.495791
2022-01-05 02:00:00,22.34,37244.08990451389,14765.671377766928,39.64567644322372,43.20858975731404,-427.50987494574656,-2.8138272547062297,1099.632068
2022-01-05 03:00:00,22.42,37270.61733832465,14632.312649739584,39.259646592152,42.818343867203886,-133.3587280273423,-0.9031673847769914,1108.416927
2022-01-05 04:00:00,24.59,37777.05793836805,16354.818331163196,43.29299110016854,47.8588895653387,1722.5056814236104,11.771930539320907,1136.908749
2022-01-05 05:00:00,29.08,39027.30039822048,17353.278385416666,44.46446002759627,50.780670077010114,998.4600542534718,6.104990187209611,1176.694647
2022-01-05 06:00:00,32.59,41490.22744357639,17841.66266655816,43.00208450489092,52.2098225691574,488.3842811414943,2.814363201548834,1240.562349
2022-01-05 07:00:00,34.43,45077.81168511285,18195.830697699654,40.36538158685487,53.24621981593555,354.168031141493,1.9850618059567628,1338.703354
2022-01-05 08:00:00,27.57,46897.378880208336,18339.266154513887,39.10509839229722,53.66595310483097,143.43545681423348,0.7882874884759552,1399.935084
2022-01-05 09:00:00,23.73,46031.70902452257,16564.8614444987,35.98576241363114,48.47353596259825,-1774.4047100151874,-9.67544009157885,1361.287742
2022-01-05 10:00:00,23.25,44626.663049045135,13493.95956841363,30.237437994374883,39.48719623215296,-3070.9018760850704,-18.538651146429828,1302.53851
2022-01-05 11:00:00,23.55,43394.60858723959,10981.169228515624,25.30537683371269,32.13405094231008,-2512.790339898005,-18.62159381135164,1239.899321
2022-01-05 12:00:00,23.55,42052.58316948785,7614.932135552301,18.10811979102744,22.28347565490973,-3366.2370929633234,-30.65463269814624,1180.040604
2022-01-05 13:00:00,23.19,41148.04923068576,4899.998207939996,11.908215090512403,14.338800245632504,-2714.9339276123046,-35.65276589842378,1126.634368
2022-01-05 14:00:00,22.87,40671.81722439236,3362.843569539388,8.26824026815937,9.840644864481868,-1537.1546384006078,-31.37051429753158,1104.565297
2022-01-05 15:00:00,22.61,40567.68054361979,3095.437454766168,7.630304255225647,9.058137871319952,-267.4061147732209,-7.951785720732997,1100.088187
2022-01-05 16:00:00,24.8,40575.56539605035,3278.6629629855684,8.080387619946057,9.59430826379179,183.22550821940104,5.919212095120238,1115.257197
2022-01-05 17:00:00,60.08,40827.02622721354,4164.968405354818,10.201498346158331,12.187892211262746,886.3054423692497,27.032526745663883,1124.991302
2022-01-05 18:00:00,47.19,42026.583510199656,4544.972614881727,10.814518419701386,13.299893526707422,380.0042095269091,9.123819739865136,1144.067042
2022-01-05 19:00:00,34.47,43760.33452473959,5625.732163357205,12.855779610589444,16.462505964817854,1080.7595484754777,23.779231252939063,1208.637128
2022-01-05 20:00:00,31.26,43562.1834765625,6514.195895046658,14.95378646148775,19.06240568591185,888.4637316894532,15.79285515006201,1210.150836
2022-01-05 21:00:00,25.36,43090.82936631944,7922.810513102214,18.38630314062793,23.184416097802984,1408.614618055556,21.623768163414542,1225.87042
2022-01-05 22:00:00,27.02,42042.12562174479,9569.887542860242,22.76261583194205,28.00423592561449,1647.0770297580284,20.789049883677045,1219.276463
2022-01-06 01:00:00,22.78,37470.23074978299,14808.443460557726,39.520555823221045,43.3337531400747,560.1628035481772,3.931441393053981,1175.742831
2022-01-06 02:00:00,21.75,37094.15102864584,15346.124661458334,41.37073968779429,44.90716255950117,537.681200900608,3.630909638360854,1186.091966
2022-01-06 03:00:00,19.96,37297.11572374132,15831.649801974829,42.447383650895176,46.32794838607915,485.5251405164927,3.163828987626336,1205.494975
