DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
09/14/2024,01:00,7RNCHSLR_ALL, 15.61,N
09/14/2024,01:00,ADL_RN, 15.54,N
09/14/2024,01:00,AEEC, 14.9,N
09/14/2024,01:00,AE_RN, 15.56,N
09/14/2024,01:00,AGUAYO_UNIT1, 15.22,N
09/14/2024,01:00,AJAXWIND_RN, 15.11,N
09/14/2024,01:00,ALGOD_ALL_RN, 15.74,N
09/14/2024,01:00,ALP_BESS_RN, 15.76,N
09/14/2024,01:00,ALVIN_RN, 15.56,N
09/14/2024,01:00,AMADEUS_ALL, 15.03,N
09/14/2024,01:00,AMISTAD_ALL, 17.05,N
09/14/2024,01:00,AMOCOOIL_CC1, 15.55,N
09/14/2024,01:00,AMOCOOIL_CC2, 15.55,N
09/14/2024,01:00,AMOCO_PUN1, 15.55,N
09/14/2024,01:00,AMOCO_PUN2, 15.55,N
09/14/2024,01:00,AMO_AMOCO_1, 15.55,N
09/14/2024,01:00,AMO_AMOCO_2, 15.55,N
09/14/2024,01:00,AMO_AMOCO_5, 15.55,N
09/14/2024,01:00,AMO_AMOCO_G1, 15.55,N
09/14/2024,01:00,AMO_AMOCO_G2, 15.55,N
09/14/2024,01:00,AMO_AMOCO_G3, 15.55,N
09/14/2024,01:00,AMO_AMOCO_S1, 15.55,N
09/14/2024,01:00,AMO_AMOCO_S2, 15.55,N
09/14/2024,01:00,ANACACHO_ANA, 16.99,N
09/14/2024,01:00,ANCHOR_ALL, 15.13,N
09/14/2024,01:00,ANDMDSLR_ALL, 15.01,N
09/14/2024,01:00,ANEM_ESS_RN, 15.75,N
09/14/2024,01:00,ANG_ALL, 15.14,N
09/14/2024,01:00,ANSON1_ALL, 15.06,N
09/14/2024,01:00,APPALOSA_ALL, 15.84,N
09/14/2024,01:00,AQUI_ALL, 15.43,N
09/14/2024,01:00,ARAGORN_RN, 17.02,N
09/14/2024,01:00,ASTRA_RN, 14.99,N
