DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
10/10/2024,01:00,7RNCHSLR_ALL, 15.93,N
10/10/2024,01:00,ADL_RN, 14.63,N
10/10/2024,01:00,AEEC, 7.77,N
10/10/2024,01:00,AE_RN, 15.03,N
10/10/2024,01:00,AGUAYO_UNIT1, 14.17,N
10/10/2024,01:00,AJAXWIND_RN, 10.47,N
10/10/2024,01:00,ALGOD_ALL_RN, 18.01,N
10/10/2024,01:00,ALP_BESS_RN, -116.34,N
10/10/2024,01:00,ALVIN_RN, 14.88,N
10/10/2024,01:00,AMADEUS_ALL, 9.24,N
10/10/2024,01:00,AMISTAD_ALL, 25.32,N
10/10/2024,01:00,AMOCOOIL_CC1, 14.82,N
10/10/2024,01:00,AMOCOOIL_CC2, 14.82,N
10/10/2024,01:00,AMOCO_PUN1, 14.82,N
10/10/2024,01:00,AMOCO_PUN2, 14.82,N
10/10/2024,01:00,AMO_AMOCO_1, 14.82,N
10/10/2024,01:00,AMO_AMOCO_2, 14.82,N
10/10/2024,01:00,AMO_AMOCO_5, 14.82,N
10/10/2024,01:00,AMO_AMOCO_G1, 14.82,N
10/10/2024,01:00,AMO_AMOCO_G2, 14.82,N
10/10/2024,01:00,AMO_AMOCO_G3, 14.82,N
10/10/2024,01:00,AMO_AMOCO_S1, 14.82,N
10/10/2024,01:00,AMO_AMOCO_S2, 14.82,N
10/10/2024,01:00,ANACACHO_ANA, 22.39,N
10/10/2024,01:00,ANCHOR_ALL, 10.92,N
10/10/2024,01:00,ANDMDSLR_ALL, 8.93,N
10/10/2024,01:00,ANEM_ESS_RN, 18.43,N
10/10/2024,01:00,ANG_ALL, 15.14,N
10/10/2024,01:00,ANSON1_ALL, 9.37,N
10/10/2024,01:00,APPALOSA_ALL, 38.74,N
10/10/2024,01:00,AQUI_ALL, 11.65,N
10/10/2024,01:00,ARAGORN_RN, 68.98,N
10/10/2024,01:00,ASCK_SLR_RN, 11.65,N
10/10/2024,01:00,ASTRA_RN, 8.71,N
10/10/2024,01:00,ATK_ATKINSG7, 14.09,N
10/10/2024,01:00,AURO_SLR_RN, 14.43,N
10/10/2024,01:00,AUSTPL_ALL, 15.92,N
10/10/2024,01:00,AVIAT_ALL, 13.55,N
10/10/2024,01:00,AZURE_RN, 9.75,N
10/10/2024,01:00,AZ_ALL, 14.68,N
10/10/2024,01:00,BAC_RN_ALL, 14.81,N
10/10/2024,01:00,BAFFIN_ALL, 18.56,N
10/10/2024,01:00,BAIRDWND_ALL, 10.28,N
10/10/2024,01:00,BAKE_RN_ALL, 11.94,N
10/10/2024,01:00,BARROW_ALL, 59.18,N
10/10/2024,01:00,BASTEN_CC1, 11.96,N
10/10/2024,01:00,BASTEN_CCU, 15.93,N
10/10/2024,01:00,BATCAVE_RN, 16.04,N
10/10/2024,01:00,BAYC_BESS_RN, 16.09,N
10/10/2024,01:00,BBREEZE_1_2, 18.49,N
10/10/2024,01:00,BCATWD_WD_1, 10.9,N
10/10/2024,01:00,BCH_RN, 15.03,N
10/10/2024,01:00,BCK_RN, 15.03,N
10/10/2024,01:00,BELM_SLR_RN, 14.55,N
10/10/2024,01:00,BIGSTAR_ALL, 16.1,N
10/10/2024,01:00,BLACKJAK_RN, 18.27,N
10/10/2024,01:00,BLSMT1_5_A_6, 9.97,N
10/10/2024,01:00,BLUEJAY_RN, 14.07,N
10/10/2024,01:00,BOARDCRK_ALL, 12.69,N
10/10/2024,01:00,BOCO_ESS_RN, 4.17,N
10/10/2024,01:00,BOOTLEG_UN1, 40.33,N
10/10/2024,01:00,BORDAS_345, 18.3,N
10/10/2024,01:00,BOSQUESW_CC1, 13.67,N
10/10/2024,01:00,BOSQUESW_CC2, 13.85,N
10/10/2024,01:00,BOSQ_BSQSU_5, 13.85,N
10/10/2024,01:00,BOSQ_BSQS_12, 13.85,N
10/10/2024,01:00,BOSQ_BSQS_34, 13.67,N
10/10/2024,01:00,BRANDON_RN, 7.02,N
10/10/2024,01:00,BRAUNIG_CC1, 18.45,N
10/10/2024,01:00,BRAUNIG_VHB1, 18.33,N
10/10/2024,01:00,BRAUNIG_VHB2, 18.33,N
10/10/2024,01:00,BRAUNIG_VHB3, 18.53,N
10/10/2024,01:00,BRAZ_WND_ALL, 7.37,N
10/10/2024,01:00,BRA_AVR1_CT2, 18.45,N
10/10/2024,01:00,BRA_AVR_CST1, 18.45,N
10/10/2024,01:00,BRHEIGHT_RN, 14.82,N
10/10/2024,01:00,BRIGHTSD_RN, 18.12,N
10/10/2024,01:00,BRIGHTSD_U1, 18.08,N
10/10/2024,01:00,BRISCOE_WIND, 9.02,N
10/10/2024,01:00,BRPANGLE_RN, 15.11,N
10/10/2024,01:00,BRPMAGNO_RN, 14.84,N
10/10/2024,01:00,BRP_BRAZ_RN, 15.11,N
10/10/2024,01:00,BRP_DIKN_RN, 14.82,N
10/10/2024,01:00,BRP_LOOP_RN, 16.74,N
10/10/2024,01:00,BRP_LOP1_RN, 18.43,N
10/10/2024,01:00,BRP_PBL1_RN, 22.77,N
10/10/2024,01:00,BRP_PBL2_RN, 22.77,N
10/10/2024,01:00,BRP_RN_UNIT1, 18.93,N
10/10/2024,01:00,BRP_SWNY_RN, 15.11,N
10/10/2024,01:00,BRP_ZPT1_RN, 18.42,N
10/10/2024,01:00,BRP_ZPT2_RN, 18.42,N
10/10/2024,01:00,BRTSW_BCW1, 11.4,N
10/10/2024,01:00,BR_ARROW_ALL, 12.02,N
10/10/2024,01:00,BR_VHB6CT5_6, 18.33,N
10/10/2024,01:00,BR_VHB6CT7_8, 18.4,N
10/10/2024,01:00,BSS_U1, 15.11,N
10/10/2024,01:00,BTE_BTE_G1, 14.65,N
10/10/2024,01:00,BTE_BTE_G2, 14.65,N
10/10/2024,01:00,BTE_BTE_G3, 14.65,N
10/10/2024,01:00,BTE_BTE_G4, 14.65,N
10/10/2024,01:00,BTE_CC1, 14.65,N
10/10/2024,01:00,BTE_PUN1, 14.65,N
10/10/2024,01:00,BTE_PUN2, 14.65,N
10/10/2024,01:00,BTM_ALL, 14.96,N
10/10/2024,01:00,BUCHAN_ALL, 15.46,N
10/10/2024,01:00,BUCKTHRN_RN, 12.24,N
10/10/2024,01:00,BUFF_GAP_ALL, 12.7,N
10/10/2024,01:00,BULLCRK_1_2, -9.51,N
10/10/2024,01:00,BVE_CC1, 14.9,N
10/10/2024,01:00,BVE_UNIT1, 14.9,N
10/10/2024,01:00,BVE_UNIT2, 14.9,N
10/10/2024,01:00,BVE_UNIT3, 14.9,N
10/10/2024,01:00,BYRDR_ES_ALL, 15.11,N
10/10/2024,01:00,BYU_BYU_1, 14.72,N
10/10/2024,01:00,BYU_BYU_12, 14.72,N
10/10/2024,01:00,BYU_BYU_34, 14.72,N
10/10/2024,01:00,BYU_CC1, 14.72,N
10/10/2024,01:00,BYU_G4_RN, 14.72,N
10/10/2024,01:00,BYU_PUN1, 14.72,N
10/10/2024,01:00,BYU_PUN2, 14.72,N
10/10/2024,01:00,BYU_PUN3, 14.72,N
10/10/2024,01:00,BYU_PUN4, 14.72,N
10/10/2024,01:00,B_DAVIS_3, 18.93,N
10/10/2024,01:00,B_DAVIS_4, 18.93,N
10/10/2024,01:00,B_DAVIS_CC1, 18.93,N
10/10/2024,01:00,B_D_B_DAVIG1, 18.93,N
10/10/2024,01:00,B_D_B_DAVIG2, 18.93,N
10/10/2024,01:00,CABEZON_ALL, 18.38,N
10/10/2024,01:00,CALAVER_JKS1, 18.27,N
10/10/2024,01:00,CALAVER_JKS2, 18.27,N
10/10/2024,01:00,CALAVER_JTD1, 18.41,N
10/10/2024,01:00,CALAVER_JTD2, 18.41,N
10/10/2024,01:00,CALAVER_OWS1, 18.35,N
10/10/2024,01:00,CALAVER_OWS2, 18.35,N
10/10/2024,01:00,CALHOUN_ALL, 16.59,N
10/10/2024,01:00,CALLAHA_WND1, 12.12,N
10/10/2024,01:00,CAL_CALGT1, 14.68,N
10/10/2024,01:00,CAL_CALSTG1, 14.68,N
