DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
11/14/2022,01:00,AEEC, 12.56,N
11/14/2022,01:00,AGUAYO_UNIT1, 13.97,N
11/14/2022,01:00,AJAXWIND_RN, 17.19,N
11/14/2022,01:00,ALGOD_ALL_RN, 26.94,N
11/14/2022,01:00,ALVIN_RN, 33.36,N
11/14/2022,01:00,AMADEUS_ALL, 16.67,N
11/14/2022,01:00,AMISTAD_ALL, 7.32,N
11/14/2022,01:00,AMOCOOIL_CC1, 34.8,N
11/14/2022,01:00,AMOCOOIL_CC2, 34.8,N
11/14/2022,01:00,AMOCO_PUN1, 34.8,N
11/14/2022,01:00,AMOCO_PUN2, 34.8,N
11/14/2022,01:00,AMO_AMOCO_1, 34.8,N
11/14/2022,01:00,AMO_AMOCO_2, 34.8,N
11/14/2022,01:00,AMO_AMOCO_5, 34.8,N
11/14/2022,01:00,AMO_AMOCO_G1, 34.8,N
11/14/2022,01:00,AMO_AMOCO_G2, 34.8,N
11/14/2022,01:00,AMO_AMOCO_G3, 34.8,N
11/14/2022,01:00,AMO_AMOCO_S1, 34.8,N
11/14/2022,01:00,AMO_AMOCO_S2, 34.8,N
11/14/2022,01:00,ANACACHO_ANA, 9.63,N
11/14/2022,01:00,ANCHOR_ALL, 17.89,N
11/14/2022,01:00,ANSON1_ALL, 16.99,N
11/14/2022,01:00,APPALOSA_ALL, 15.7,N
11/14/2022,01:00,AQUI_ALL, 23,N
11/14/2022,01:00,ARAGORN_RN, 19.21,N
11/14/2022,01:00,ASTRA_RN, 14.73,N
11/14/2022,01:00,ATK_ATKINSG7, 23.98,N
11/14/2022,01:00,AUSTPL_ALL, 24.74,N
11/14/2022,01:00,AVIAT_ALL, 14.62,N
11/14/2022,01:00,AZURE_RN, 16.79,N
11/14/2022,01:00,AZ_ALL, 28.37,N
11/14/2022,01:00,BAC_RN_ALL, 32.84,N
11/14/2022,01:00,BAFFIN_ALL, 26.86,N
11/14/2022,01:00,BAIRDWND_ALL, 17.45,N
11/14/2022,01:00,BARROW_ALL, 19.06,N
11/14/2022,01:00,BASTEN_CC1, 24.63,N
11/14/2022,01:00,BASTEN_CCU, 24.63,N
11/14/2022,01:00,BATCAVE_RN, 14.29,N
11/14/2022,01:00,BBREEZE_1_2, 26.92,N
11/14/2022,01:00,BCATWD_WD_1, 18.39,N
11/14/2022,01:00,BCH_RN, 24.18,N
11/14/2022,01:00,BCK_RN, 24.12,N
11/14/2022,01:00,BIGSTAR_ALL, 24.99,N
11/14/2022,01:00,BLACKJAK_RN, 26.9,N
11/14/2022,01:00,BLSMT1_5_A_6, 16.54,N
11/14/2022,01:00,BLUEJAY_RN, 24.01,N
11/14/2022,01:00,BOARDCRK_ALL, 23.21,N
11/14/2022,01:00,BOOTLEG_UN1, 17.49,N
11/14/2022,01:00,BORDAS_345, 27.04,N
11/14/2022,01:00,BOSQUESW_CC1, 24.06,N
11/14/2022,01:00,BOSQUESW_CC2, 23.68,N
11/14/2022,01:00,BOSQ_BSQSU_5, 23.68,N
11/14/2022,01:00,BOSQ_BSQS_12, 23.68,N
11/14/2022,01:00,BOSQ_BSQS_34, 24.06,N
11/14/2022,01:00,BRANDON_RN, 13.9,N
11/14/2022,01:00,BRAUNIG_CC1, 28.49,N
11/14/2022,01:00,BRAUNIG_VHB1, 28.27,N
11/14/2022,01:00,BRAUNIG_VHB2, 28.27,N
11/14/2022,01:00,BRAUNIG_VHB3, 29.02,N
11/14/2022,01:00,BRAZ_WND_ALL, 16.59,N
11/14/2022,01:00,BRA_AVR1_CT2, 28.49,N
11/14/2022,01:00,BRA_AVR_CST1, 28.49,N
11/14/2022,01:00,BRHEIGHT_RN, 35.31,N
11/14/2022,01:00,BRIGHTSD_RN, 26.91,N
11/14/2022,01:00,BRISCOE_WIND, 15.17,N
11/14/2022,01:00,BRPANGLE_RN, 24.22,N
11/14/2022,01:00,BRPMAGNO_RN, 46.39,N
11/14/2022,01:00,BRP_BRAZ_RN, 24.16,N
11/14/2022,01:00,BRP_DIKN_RN, 38.67,N
11/14/2022,01:00,BRP_LOOP_RN, 26.13,N
11/14/2022,01:00,BRP_LOP1_RN, 26.14,N
11/14/2022,01:00,BRP_PBL1_RN, 49.06,N
11/14/2022,01:00,BRP_PBL2_RN, 49.07,N
11/14/2022,01:00,BRP_RN_UNIT1, 33.26,N
11/14/2022,01:00,BRP_SEMI_RN, -3.61,N
11/14/2022,01:00,BRP_SWNY_RN, 24.18,N
11/14/2022,01:00,BRP_ZPT1_RN, 27.14,N
11/14/2022,01:00,BRP_ZPT2_RN, 27.14,N
11/14/2022,01:00,BRTSW_BCW1, 24.46,N
11/14/2022,01:00,BR_VHB6CT5_6, 28.27,N
11/14/2022,01:00,BR_VHB6CT7_8, 28.27,N
11/14/2022,01:00,BSS_U1, 24.22,N
11/14/2022,01:00,BTE_BTE_G1, 27.97,N
11/14/2022,01:00,BTE_BTE_G2, 27.97,N
11/14/2022,01:00,BTE_BTE_G3, 27.97,N
